,bath,bed,furnished,price,size,street,where
4365,2.0,3.0,0,4312,,41-42 24th Street #614,Long Island City
4366,1.0,1.0,0,2614,,41-42 24th Street #727,Long Island City
4367,2.0,3.0,0,4192,,41-42 24th Street #520,Long Island City
4368,2.5,3.0,0,6453,,1 N 4th Place #2F,Williamsburg
4369,1.0,2.0,0,2625,,87 Montrose #2R,Williamsburg
4370,2.0,3.0,0,4192,,41-42 24th Street #520,Long Island City
4371,2.0,3.0,0,4175,,41-42 24th Street #420,Long Island City
4372,2.0,3.0,0,4346,,41-42 24th Street #714,Long Island City
4373,1.0,2.0,0,2800,,437 Prospect Avenue #14,Park Slope
4374,1.0,2.0,0,1950,,5425 Fieldston Road #1,Riverdale
4375,1.0,1.0,0,2500,,155 W. 73rd Street #3A,Upper West Side
4376,1.5,3.0,0,3700,,364 Grand Avenue #2,Clinton Hill
4377,1.0,2.0,0,1825,,270 Throop Avenue #2,Bedford-Stuyvesant
4378,1.0,2.0,0,2850,,598 Dean Street #5R,Prospect Heights
4379,1.0,1.0,0,3400,620,159 West 53rd #19G,Midtown
4380,1.0,1.0,0,2095,400,219 East 10th Street #1C,East Village
4381,1.0,1.0,0,2100,,112 Emerson Place #4,Clinton Hill
4382,2.0,2.0,0,4795,,620 West 143rd Street #PHC,Hamilton Heights
4383,1.0,1.0,0,3200,,11 Montague Terrace #3R,Brooklyn Heights
4384,1.0,1.0,0,2100,600,400 Sixth Avenue #2C,Park Slope
4385,1.0,1.0,0,1425,,2160 Bolton Street #3E,Bronxdale
4386,1.0,,0,2750,,388 Bridge #29D,Downtown Brooklyn
4387,1.0,1.0,0,1375,,2242 Clarendon Rd #20D,Flatbush
4388,1.0,1.0,0,2800,600,144 Orchard #1A,Lower East Side
4389,1.0,3.0,0,2400,,490 Kosciuszko Street #3L,Stuyvesant Heights
4390,1.0,1.0,0,1700,,244 East 117th Street #5A,
4391,1.0,,0,3275,,50 Prince Street #3G,Nolita
4392,1.0,,0,2900,516,1 Hanson Place #25C,Fort Greene
4393,1.0,1.0,0,4150,,201 East 19th Street #9L,Gramercy Park
4394,1.0,,0,650,,115-10 Queens Boulevard #3,Forest Hills
4395,1.0,1.0,0,2500,,1000 Fulton Street #3R,Clinton Hill
4396,1.0,2.0,0,3350,,610 East 9th Street #8,East Village
4397,1.0,,0,3905,,450 West 17th Street #5033,West Chelsea
4398,2.0,2.0,0,2300,1125,63-95 Austin #2J,Rego Park
4399,1.0,2.0,0,3529,,15 Jackson Street #3A,Williamsburg
4400,2.0,3.0,0,4700,,15 Jackson Street #8,Williamsburg
4401,1.0,1.0,0,1400,,2255 83rd Street #2,Gravesend
4402,1.0,2.0,0,2600,,87 Montrose #3R,
4403,1.0,,0,2500,,61 Metropolitan Avenue #2D,Williamsburg
4404,1.0,,0,1895,,45 First Avenue #3,East Village
4405,1.0,2.0,0,3400,,254 South 1st Street #3A,Williamsburg
4406,1.0,,0,2200,,257 Gold Street #14A,Downtown Brooklyn
4407,1.0,2.0,0,2800,,1000 Fulton Street #3F,Clinton Hill
4408,1.0,,0,2995,,99 Bank Street #5O,West Village
4409,6.0,5.0,0,100000,,46 East 82nd Street #TH,Upper East Side
4410,1.0,2.0,0,2700,,65 S 11th Street #6H,Williamsburg
4411,1.0,1.0,0,2820,,400 E 74th Street #16,Upper East Side
4412,1.0,2.0,0,2700,,364 Grand Avenue #1,Clinton Hill
4413,1.0,2.0,0,3167,650,230 West 24th Street #3E,Chelsea
4414,1.0,,1,3400,,306 West 78th Street #3B,Upper West Side
4415,1.0,3.0,0,2300,,192 Schaefer Street #3F,Bushwick
4416,1.0,2.0,0,2295,800,24-24 42nd Street #4F,Astoria
4417,1.0,2.0,0,2100,,192 Schaefer Street #4R,Bushwick
4418,1.0,1.0,0,1850,700,24-24 42nd Street #C2,Astoria
4419,1.0,1.0,0,3081,850,792 Columbus Avenue #2A,
4420,1.0,,0,1400,,149 Marine Avenue #4,Fort Hamilton
4421,1.0,1.0,0,1550,,172-90 Highland Avenue #1R,Jamaica Estates
4422,1.5,3.0,0,2650,,192 Schaefer Street #1R,Bushwick
4423,2.0,2.0,0,2850,1400,112-15 72nd. Road #53,Forest Hills
4424,2.5,3.0,0,3800,,762 Hancock Street #1,Stuyvesant Heights
4425,2.0,2.0,0,5200,,222 East 34th Street #1023,Kips Bay
4426,2.0,2.0,0,2850,1400,112-15 72nd. Road #53,Forest Hills
4427,2.0,2.0,0,2500,900,31-77 44th Street #1L,Astoria
4428,1.0,1.0,0,1450,,712 East 27th Street #1A,Flatbush
4429,1.0,,0,2300,,525 Broome Street #3F,Soho
4430,1.0,,0,1300,,712 East 27th Street #1K,Flatbush
4431,1.0,1.0,0,1700,700,28-44 44th Street #21,Astoria
4432,1.0,1.0,0,3075,,65 Ainslie Street #204,Williamsburg
4433,2.0,2.0,0,9600,1220,808 Columbus Avenue #PH3A,Upper West Side
4434,1.0,2.0,0,2000,1100,84-50 Austin Street #3,Kew Gardens
4435,,2.0,1,16950,2500,141 West 24th Street #4,Chelsea
4436,1.5,2.0,0,3200,,124 Remsen Street #18,Brooklyn Heights
4437,1.0,2.0,0,1900,,110 Empire Boulevard #8,Prospect Lefferts Gardens
4438,1.0,4.0,0,6495,,124 West 25th Street #2F,Chelsea
4439,1.0,2.0,0,2599,850,41-49 45th Street #2A,Sunnyside
4440,1.0,,1,3450,,150 West 58th Street #14E,Midtown
4441,1.0,,0,2095,,302 Mott Street #1C,Noho
4442,1.0,1.0,0,3335,561,116 John Street #2710,Financial District
4443,2.0,4.0,0,4000,,830 West 177th Street #1A,Hudson Heights
4444,3.5,3.0,0,20000,,250 West Street #9G,Tribeca
4445,1.0,1.0,0,3350,,235 E 95th Street #26E,Yorkville
4446,1.0,1.0,0,2295,,542 East 79th Street #4L,Upper East Side
4447,1.0,1.0,0,3125,500,116 John Street #1008,Financial District
4448,,2.0,0,2395,,1771 1st Avenue #A1,Yorkville
4449,1.0,,0,1450,,2160 Matthews Avenue #5O,Bronxdale
4450,1.0,,0,1597,,475 West 186th Street #2K,Fort George
4451,1.0,1.0,0,1800,,590 West 204th Street #A34,Inwood
4452,1.0,1.0,0,2750,,217 East 66th Street #104,Lenox Hill
4453,2.0,2.0,0,3100,1400,242 W 136th Street #1,Central Harlem
4454,1.0,1.0,0,1800,,590 West 204th Street #A34,Inwood
4455,1.0,3.0,0,3300,,605 West 142nd Street #35,Hamilton Heights
4456,2.5,4.0,0,7800,,20 West 84th Street #2,Upper West Side
4457,1.0,1.0,0,2595,,936 8th Avenue #4,Midtown
4458,1.0,1.0,0,1650,,590 West 204th Street #A35,Inwood
4459,1.0,2.0,0,3550,850,449 W 44th Street #1F,Midtown West
4460,1.0,3.0,0,2599,,178 Kingsland Avenue #2L,Greenpoint
4461,1.0,,0,2045,,782 Madison Avenue #6,Lenox Hill
4462,1.0,3.0,0,2500,,349 85 #1,Bay Ridge
4463,1.0,,0,1600,,166 West 129th Street #27,Central Harlem
4464,1.0,1.0,0,1500,,25 Dongan Place #3,Fort George
4465,1.0,3.0,0,2600,,3240 Cambridge Avenue #2,Spuyten Duyvil
4466,1.0,1.0,0,3200,608,335 Carroll Street #2E,Carroll Gardens
4467,2.0,2.0,0,7000,,22 N 6th Street #7S,Williamsburg
4468,1.0,3.0,0,2600,,3240 Cambridge Avenue #2,Spuyten Duyvil
4469,1.0,1.0,0,1800,,324 East 109th Street #14,East Harlem
4470,1.0,3.0,0,2800,,293 Grove Street #1E,Bushwick
4471,1.0,2.0,0,2450,,611 West 148th Street #29,Hamilton Heights
4472,1.0,1.0,0,2700,,782 Madison Avenue #2,Lenox Hill
4473,1.0,3.0,0,2800,,293 Grove Street #3E,Bushwick
4474,1.0,1.0,0,2999,740,4705 Center Boulevard #1803,Hunters Point
4475,1.0,1.0,0,10500,,25 East 67th Street #PHA,
4476,1.0,1.0,0,4300,,25 East 67th Street #12E,
4477,1.0,,0,2595,,25 East 67th #7D,
4478,1.0,3.0,0,4500,,201 East 30th #64,Kips Bay
4479,1.0,2.0,0,3550,,201 East 30th #58,Kips Bay
4480,1.0,,0,3479,,160 West 62nd Street #17D,Lincoln Square
4481,2.0,,0,9500,2000,136 Grand Street #2ER,Soho
4482,1.0,,0,3800,,55 West 25th Street #30A,Chelsea
4483,1.0,,0,4175,,55 West 25th Street #29M,Chelsea
4484,1.5,3.0,0,2750,1300,3247 60th Street #2,Woodside
4485,1.0,,0,2850,560,404 East 66th Street #6B,Lenox Hill
4486,1.0,1.0,0,1850,780,4215 81st Street #4,Elmhurst
4487,1.0,1.0,0,2950,750,385 Grand Street #L507,Lower East Side
4488,1.0,1.0,0,1825,900,67-40 Booth Street #2C,Forest Hills
4489,1.0,,0,2750,500,2250 Broadway #5P,Upper West Side
4490,1.0,2.0,0,2500,1100,2216 74th Street #2,Astoria
4491,1.0,2.0,0,2450,,25 Fort Washington Avenue #3E,Washington Heights
4492,1.0,,0,2950,,113 Nassau Street #11A,Fulton/Seaport
4493,2.0,2.0,0,5875,,45-45 Center Boulevard #3410,Hunters Point
4494,1.0,1.5,0,3300,726,40 North 4th Street #7F,Williamsburg
4495,1.0,1.0,0,2631,,504 Humboldt Street #3A,Williamsburg
4496,1.0,,1,2800,400,235 East 40th Street #27I,Murray Hill
4497,1.0,,0,1600,,315 West 121st Street #1,Central Harlem
4498,1.0,2.0,0,2550,,111 Richardson Street #2R,Williamsburg
4499,1.0,2.0,0,2900,,63 Pitt Street #2M,Lower East Side
4500,1.0,1.0,0,3200,,275 West 96th Street #6A,Upper West Side
4501,2.5,2.0,0,19500,1724,15 Central Park West #16M,Lincoln Square
4502,1.0,3.0,0,2500,1000,21-30 29th Avenue #2,Astoria
4503,1.0,,0,1600,,211 West 146th Street #1H,Central Harlem
4504,1.0,1.0,0,2199,,1303 3rd Avenue #3R,Upper East Side
4505,1.0,2.0,0,3000,,1305 3rd Avenue #2R,Upper East Side
4506,1.0,2.0,0,2800,900,625 Caton Avenue #6A,Windsor Terrace
4507,1.0,,0,1400,600,368 97st #3G,Fort Hamilton
4508,2.0,2.0,0,5500,1000,1 Rockwell Place #3D,Fort Greene
4509,1.0,,0,1597,,475 West 186th Street #2K,Fort George
4510,1.0,,0,1400,600,368 97st #3G,Fort Hamilton
4511,1.0,1.0,0,4082,800,25 Broad Street Apt #11E,Manhattan
4512,1.5,2.0,0,2600,1300,465 East 7th Street #7F,Kensington
4513,1.0,1.0,0,1750,1000,16 94th Street #6D,Bay Ridge
4514,1.0,,0,2100,,195 Bedford Avenue #12,Williamsburg
4515,1.0,2.0,0,1850,,6555 Broadway #5G,Riverdale
4516,1.0,3.0,0,2299,,234 Moffat Street #2F,Bushwick
4517,1.0,,0,2500,,424 West 57th Street #8K,Midtown West
4518,1.0,2.0,0,2225,,47-30 59th Street #3K,Woodside
4519,1.0,1.0,0,2375,,792 Ninth Avenue #2RN,Midtown West
4520,,,0,7500,,43 Hamilton Terrace TOWNHOUSE,Hamilton Heights
4521,1.0,2.0,0,2250,1050,30-71 49th Street 3RDFLOOR,Woodside
4522,2.0,3.0,0,3595,,334 E 100th Street #5A,East Harlem
4523,1.0,1.0,0,3400,650,401 East 80th Street #5J,Yorkville
4524,1.0,2.0,0,2250,1050,30-71 49th Street 3RDFLOOR,Woodside
4525,1.0,2.0,0,5000,,170 Second Avenue #12D,East Village
4526,1.0,3.0,0,2450,,8011 7th Avenue #2,Dyker Heights
4527,1.0,1.0,0,2550,750,720 Degraw #2,Park Slope
4528,1.0,1.0,0,1400,600,1734 78th Street #2,Bensonhurst
4529,1.0,2.0,0,2200,1000,346 79th Street #1,Bay Ridge
4530,2.0,4.0,0,2300,1100,370 95th Street #2,Fort Hamilton
4531,1.0,2.0,0,1600,,2081 66th Street #2,Bensonhurst
4532,1.0,2.0,0,1800,,507 68th Street #2,Bay Ridge
4533,1.0,,0,1500,,8502 Fort Hamilton Parkway #4C,Bay Ridge
4534,1.0,3.0,0,3500,,233 South 3rd Street #3,Williamsburg
4535,1.0,1.0,0,3388,,310 Clermont #1,Fort Greene
4536,4.0,6.0,0,35000,5000,209 East 61st Street TOWNHOUSE,Lenox Hill
4537,2.0,2.0,0,3450,1100,245 East 124th Street #3U,East Harlem
4538,1.0,2.0,0,2575,680,29-28 41st Avenue #1102,Long Island City
4539,1.0,2.0,0,3600,,207 Madison Street #11,Two Bridges
4540,1.0,1.0,0,3300,,182 Columbus Avenue #3FN,Lincoln Square
4541,1.0,,0,1895,500,341 E 85th #4,Yorkville
4542,1.0,3.0,0,3150,,714 West 181st Street #31,Hudson Heights
4543,1.0,,0,3500,600,60 East 12th Street #3E,East Village
4544,1.0,1.0,0,1875,,714 West 181st Street #4,Hudson Heights
4545,1.0,,0,1350,300,120 Ocean Parkway #2C,Kensington
4546,1.0,1.0,0,1800,,30-52 34th Street #5F,Astoria
4547,1.0,3.0,0,2550,800,406 Menahan Street #2,Ridgewood
4548,1.0,1.0,0,1300,,83-19 116th Street #2K,Kew Gardens
4549,1.0,,0,2400,,488 7th Avenue #10H,Midtown South
4550,2.0,2.0,0,4400,1162,40 North 4th Street #6C,Williamsburg
4551,1.0,1.0,0,2600,,207 Sullivan Street #1,
4552,2.0,2.0,0,3495,,229 E 53rd Street #4E,Midtown East
4553,2.0,2.0,0,3375,,229 E 53rd Street #5W,Midtown East
4554,1.0,1.0,0,2200,800,860 Lafayette Avenue 1ST-FLOOR,Stuyvesant Heights
4555,1.0,,0,1450,,2110 Westbury Ct #4H,Prospect Lefferts Gardens
4556,1.0,2.0,0,1800,,142-35 84 Drive #3C,Briarwood
4557,1.0,1.0,0,2300,,57 Pitt Street #1,Lower East Side
4558,1.0,2.0,0,2900,,63 Pitt Street #2,Lower East Side
4559,2.0,3.0,0,5250,1200,353 13th Street #2,Park Slope
4560,1.0,,0,2350,,20 West Street #16A,Financial District
4561,1.0,1.0,0,3950,,72 Barrow Street #3X,West Village
4562,1.0,2.0,0,2400,900,72-34 Austin Street #5,Forest Hills
4563,1.0,1.0,0,3995,582,445 W 19th Street #7B,West Chelsea
4564,1.0,1.0,0,2200,,14-16 Orchard Street #3D,Chinatown
4565,1.0,,0,2723,,222 East 39th Street #7J,Murray Hill
4566,1.0,2.0,0,2400,900,72-34 Austin Street #5,Forest Hills
4567,1.0,1.0,0,3995,582,445 W 19th Street #7B,West Chelsea
4568,2.5,5.0,0,7995,,106 Cambridge Place #1,Clinton Hill
4569,1.0,1.0,0,4290,,610 W 42nd Street #N34A,Midtown West
4570,1.0,1.0,0,1450,670,63-126 Alderton Street #1A,Rego Park
4571,2.0,4.0,0,6000,,67 N 7th Street #RH2,Williamsburg
4572,1.0,2.0,0,2500,,51 India Street #2L,Greenpoint
4573,1.0,1.0,0,3795,,57 Spring Street #3,Nolita
4574,1.0,1.0,0,2500,680,29-28 41st Avenue #1105,Long Island City
4575,1.0,,0,1450,,57 Lincoln Rd #B14,Prospect Lefferts Gardens
4576,1.0,1.0,0,2795,,162 W 75th Street ,Upper West Side
4577,1.0,1.0,0,1900,,113 Prospect Place #3B,Prospect Heights
4578,1.0,1.0,0,4395,,20 Park Avenue #3A,Murray Hill
4579,1.0,1.0,0,4000,850,211 E 53rd Street #14C,Midtown East
4580,,,0,4500,1933,8740 18th Avenue ,Bath Beach
4581,,1.0,1,5395,900,43 West 61st Street #18J,Lincoln Square
4582,2.0,3.0,0,3500,,30-05 44th Street #2,Astoria
4583,1.5,,0,2800,794,224 16th Street #1,Park Slope
4584,2.0,3.0,0,3600,,2205 3rd Avenue #11D,
4585,2.0,3.0,0,3600,,2205 3rd Avenue #11E,
4586,1.0,2.0,0,2250,875,43-29 41st Street #B1,Sunnyside
4587,2.0,4.0,0,3400,2500,63-126 Alderton Street #1,Rego Park
4588,1.0,2.0,0,2600,,2205 3rd Avenue #11B,
4589,1.0,2.0,0,2800,800,331 E 89th Street #3E,Yorkville
4590,1.0,2.0,0,2600,,2205 3rd Avenue #10D,
4591,1.0,,0,2500,,1380 1st Avenue #6A,
4592,2.5,2.0,0,7500,1286,60 Riverside Boulevard #729,Lincoln Square
4593,1.0,,0,2890,557,10 Hanover Square #3P,Financial District
4594,1.0,,0,2500,,1380 1st Avenue #6A,
4595,1.0,2.0,0,2500,,2205 3rd Avenue #10A,
4596,1.0,1.0,0,3500,684,22 North 6th Street #12G,Williamsburg
4597,2.5,2.0,0,7800,1430,308 East 72nd Street #9C,Lenox Hill
4598,1.0,1.0,0,2800,,117 6th Avenue #GARDEN,Park Slope
4599,1.0,,0,2800,,2116 Frederick Douglass Boulevard #PROF1,Central Harlem
4600,1.0,1.0,0,2199,700,103 Havemeyer Street #1,Williamsburg
4601,1.0,1.0,0,2495,,309 East 61st Street #3,Lenox Hill
4602,1.0,1.0,0,2450,,311 East 61st Street #2450,Lenox Hill
4603,1.0,1.0,0,2395,,309 East 61st Street #2,Lenox Hill
4604,1.0,2.0,0,2850,,452 East 84th Street #4F,Yorkville
4605,1.0,,0,2800,,2116 Frederick Douglass Boulevard #PROF1,Central Harlem
4606,1.0,1.0,0,3195,700,408 East 92nd Street #9A,Yorkville
4607,1.5,1.0,0,5432,,393 West End Avenue #4E,Upper West Side
4608,1.0,2.0,0,2400,,286 W 127th Street #B,Central Harlem
4609,2.0,2.0,0,2700,1073,1125 Banner Avenue #8B,Brighton Beach
4610,,2.0,1,6500,1134,330 E 38th Street #44K,Murray Hill
4611,1.0,,0,1800,,330 E 74th Street #2D,Upper East Side
4612,1.0,,0,1850,,324 E 83rd Street #13,Yorkville
4613,2.5,2.0,0,11000,2400,45 White Street #2A,Tribeca
4614,1.0,3.0,0,4495,,434 W 52nd Street #12,Midtown West
4615,1.0,2.0,0,3600,,252 Henry Street #5,Brooklyn Heights
4616,1.0,,0,1850,,1812 Second Avenue #3RN,Yorkville
4617,1.0,1.0,0,4295,,566 Hudson Street #6,West Village
4618,1.0,3.0,0,4395,,1373 1st Avenue #5,Upper East Side
4619,2.0,2.0,0,3595,,1373 1st Avenue #3,Upper East Side
4620,1.0,1.0,0,2500,,767 Union Street #7A,Park Slope
4621,1.0,3.0,0,3000,1100,1151 Dean Street #3C,Crown Heights
4622,1.0,2.0,0,3595,,459 W 50th #4W,Midtown West
4623,1.0,2.0,0,3400,,370 W 30th Street #8A,Chelsea
4624,1.0,1.0,0,2095,,179 Green Street #3R,Greenpoint
4625,1.5,,0,1850,,255 Pacific Street #1B,Cobble Hill
4626,1.0,2.0,0,2995,,129 Orchard Street #D56,Lower East Side
4627,1.0,1.0,0,2500,,158 Bergen Street #3,Boerum Hill
4628,1.0,3.0,0,2200,,1655 Flatbush Avenue #B1505,Northeast Flatbush
4629,1.0,,1,2600,,428 East 77th Street #3C,
4630,1.0,2.0,0,3300,,609 East 11th Street #6A,
4631,1.0,3.0,0,2700,,1066 Park Place #2B,Crown Heights
4632,1.0,2.0,0,2400,,1066 Park Place #2F,Crown Heights
4633,1.0,3.0,0,2700,,1066 Park Place #3B,Crown Heights
4634,1.0,1.0,0,1740,,47-12 45th Street #1F,Alley Park
4635,3.5,3.5,0,17495,,246 East 83rd Street #TH,Yorkville
4636,1.0,3.0,0,2700,,1066 Park Place #3B,Crown Heights
4637,1.0,2.0,0,2400,,1066 Park Place #3F,Crown Heights
4638,1.5,4.0,0,3200,,1066 Park Place #1B,Crown Heights
4639,1.0,1.0,0,1500,,950 Rutland Rd #706,Brownsville
4640,1.0,,0,1800,,324 1/2 East 8th Street #5C,
4641,1.0,1.5,0,1900,,455 Graham Avenue #3R,Williamsburg
4642,1.0,1.0,0,2300,,151 East 19th Street #33,Gramercy Park
4643,1.0,,0,2750,613,306 Gold Street #8M,Downtown Brooklyn
4644,1.0,,0,3150,,113 Nassau Street #28B,Fulton/Seaport
4645,1.0,1.0,0,3600,,200 Water Street #1604,Fulton/Seaport
4646,1.0,1.0,0,3895,,113 Nassau Street #16D,Fulton/Seaport
4647,1.0,,0,2492,,200 Water Street #530,Fulton/Seaport
4648,1.0,1.0,0,2699,,125 West 79th Street #3F,Upper West Side
4649,1.0,1.0,0,3630,760,142 North 6th Street #1251A,Williamsburg
4650,2.0,2.0,0,5178,,200 Water Street #2115,Fulton/Seaport
4651,2.0,2.0,0,5169,,200 Water Street #2015,Fulton/Seaport
4652,1.0,,1,2750,,145 Mulberry #2A,Little Italy
4653,,,0,2340,,300 West 55th Street #6S,Midtown West
4654,1.0,1.0,0,2350,,127 Newton Street #2L,Greenpoint
4655,1.0,2.0,0,3265,,30 East 38th Street #5B,Murray Hill
4656,1.0,,0,1850,,1728 Second Avenue #1C,Yorkville
4657,1.5,2.0,0,10000,3400,47 Howard Street #5,Soho
4658,2.5,2.0,0,3100,,301 Cumberland Street #A3,Fort Greene
4659,2.0,3.0,0,8500,1700,100 West 76th Street #5S,Upper West Side
4660,1.0,1.0,0,2200,,25-40 Shore Boulevard #6C,Astoria
4661,1.0,2.0,0,7995,2000,392 Broadway #3R,Tribeca
4662,1.0,2.0,0,4250,1037,99 Gold Street #4I,Vinegar Hill
4663,1.0,,1,2400,,223 East 78th Street #2C,Upper East Side
4664,1.0,,0,2500,550,160 West 73rd Street #6E,Upper West Side
4665,1.0,,0,2400,500,250 West 71st Street #3R,Lincoln Square
4666,1.0,2.0,0,1800,750,23-27 21STREET #1,Astoria
4667,1.0,1.0,0,2750,,339 East 65th Street #1A,Lenox Hill
4668,2.0,2.0,0,2495,,672 Halsey Street #3R,Stuyvesant Heights
4669,2.0,2.0,0,2495,,672 Halsey Street #2F,Stuyvesant Heights
4670,2.0,2.0,0,2495,,672 Halsey Street #2R,Stuyvesant Heights
4671,2.0,2.0,0,2495,,672 Halsey Street #3F,Stuyvesant Heights
4672,2.0,3.0,0,3995,,672 Halsey Street #1R,Stuyvesant Heights
4673,1.0,,0,3395,,125 West 31st Street #38G,Midtown South
4674,1.0,2.0,0,2725,750,483 Amsterdam Avenue #6,Upper West Side
4675,1.0,2.0,0,2995,650,637 Henry Street #4L,Carroll Gardens
4676,2.0,4.0,0,4200,1466,601 West 137th Street #34,Hamilton Heights
4677,2.0,2.0,0,6200,1150,321 West 110th Street #14C,Central Harlem
4678,1.0,1.0,0,3000,707,230 Ashland Place #10B,Fort Greene
4679,1.0,1.0,0,2500,,1047 Second Avenue #2C,Sutton Place
4680,1.0,1.0,0,2315,,529 East 81st Street #5A,Yorkville
4681,1.0,,0,2500,,58 West 8th Street #4A,Greenwich Village
4682,1.0,2.0,0,3600,,110 Montague Street #1,Brooklyn Heights
4683,2.0,3.0,0,3200,,392 Tompkins #4F,Brooklyn
4684,1.5,3.0,0,2699,,550 West 158th Street #6B,Washington Heights
4685,1.0,,0,2650,407,116 John Street #2611,Financial District
4686,1.0,,0,2030,,529 East 81st Street #5C,Yorkville
4687,1.0,1.0,0,3295,500,116 John Street #2108,Financial District
4688,1.0,1.0,0,1975,,66 Saint Nicholas Place #54B,Hamilton Heights
4689,2.0,2.5,0,5595,,229 E 53rd Street #1R,Midtown East
4690,1.0,1.0,0,3500,800,307 East 44th Street #1404,Turtle Bay
4691,2.0,2.0,0,2000,950,61 Cooper Street #3B,Inwood
4692,2.0,2.5,0,5595,,229 E 53rd Street #1R,Midtown East
4693,1.0,,0,2395,,426 West 46th Street #C,Midtown West
4694,1.0,1.0,0,3300,,212 West 91st Street #1001,Upper West Side
4695,1.0,1.0,0,2250,,518 East 80th Street #3R,
4696,1.0,3.0,0,3000,,317 Franklin Avenue #4,Bedford-Stuyvesant
4697,1.0,1.0,0,3495,,209 E 25th Street #4A,Kips Bay
4698,2.0,3.0,0,5495,,186 Avenue B #2,East Village
4699,1.0,2.0,0,3695,,432 E 13th Street #21,East Village
4700,2.0,3.0,0,5295,,202 E 13th Street #3F,East Village
4701,1.0,2.0,0,3695,,432 E 13th Street #28,East Village
4702,2.0,2.0,0,4295,,336 E 18th Street #B3,Gramercy Park
4703,1.0,1.0,0,2995,,210 E 25th Street #5RW,Kips Bay
4704,2.0,2.0,0,2295,,672 Halsey Street #4F,Stuyvesant Heights
4705,2.0,2.0,0,5295,,115 East 34th Street #2105,Murray Hill
4706,1.0,1.0,0,2695,,210 E 25th Street #LW,Kips Bay
4707,1.0,1.0,0,2895,,214 E 25th Street #2RW,Kips Bay
4708,1.0,3.0,0,4595,,326 E 35th Street #23,Murray Hill
4709,1.0,1.0,0,2795,,493 2nd Avenue #12,Kips Bay
4710,1.5,,0,5295,,51 Leroy Street #1B,West Village
4711,1.0,2.0,0,3295,,326 E 35th Street #64,Murray Hill
4712,1.0,1.0,0,3050,500,116 John Street #1508,Financial District
4713,1.0,,0,1350,,3900 Greystone Avenue #33E,Riverdale
4714,1.0,1.0,0,2700,,103 E. 2nd Street #15,East Village
4715,1.0,1.0,0,3206,,212 West 91st Street #430,Upper West Side
4716,2.0,3.0,0,2925,,64-64 Wetherole Street #3A,Rego Park
4717,2.0,3.0,0,2925,,64-64 Wetherole Street #2A,Rego Park
4718,1.0,1.0,0,2700,800,150 Remsen Street #2,Brooklyn Heights
4719,,1.0,1,3750,777,425 5th Avenue #23D,Midtown South
4720,1.0,1.5,0,1650,,1375 Saint Johns Place #4R,Brooklyn
4721,1.0,3.0,0,2600,,1469 5th Avenue #27,
4722,1.0,1.0,0,1800,650,66-15 Thornton Place #3,Rego Park
4723,1.0,2.0,0,2199,1000,16-51 Weirfield Street #1,Bushwick
4724,1.0,1.0,0,3489,,212 West 91st Street #1032,Upper West Side
4725,2.0,2.0,0,3300,,64-64 Wetherole Street #6B/7B,Rego Park
4726,1.0,2.0,0,2900,,195 Carlton Avenue #1,Fort Greene
4727,1.0,1.0,0,4500,,410 West 24th Street #4F,West Chelsea
4728,2.0,2.0,0,3300,,64-64 Wetherole Street #6A/7A,Rego Park
4729,2.0,4.0,0,6000,,67 N. 7th Street #4,Williamsburg
4730,1.0,,0,2167,,212 West 91st Street #239,Upper West Side
4731,1.0,2.0,0,1800,,265 W. 146th Street #12A,
4732,1.0,1.0,0,3503,,400 East 57th Street #9G,Sutton Place
4733,1.0,1.0,0,3410,,560 West 43rd Street #26A,Midtown West
4734,1.0,2.0,0,1800,,265 W. 146th Street #12A,
4735,,,0,1400,,424 East 118th Street #2C,East Harlem
4736,1.0,2.0,0,1800,,304 W. 147th Street #24,
4737,3.0,5.0,0,9000,2400,12 John Street #6F,Financial District
4738,1.0,1.0,0,1400,,2337 First Avenue #2FN,East Harlem
4739,1.0,1.0,0,1700,,402 Marine #1,Fort Hamilton
4740,2.0,2.0,0,4200,,127 West 82nd Street #9C,Upper West Side
4741,1.0,1.0,0,1875,,64-64 Wetherole Street #5B,Rego Park
4742,1.0,,0,1275,525,1700 Bedford Avenue #8H,Crown Heights
4743,1.0,1.0,0,1875,,64-64 Wetherole Street #5A,Rego Park
4744,2.0,4.0,0,5000,,229 West 115th Street #1C,
4745,1.0,1.0,0,2475,,11-15 Broadway #7A,Astoria
4746,1.0,,0,2175,450,63 E 7th Street #3,East Village
4747,1.0,1.5,0,1900,1000,1830 Cornelia Street #3,Ridgewood
4748,2.0,4.0,0,5000,,229 West 115th Street #1C,
4749,1.0,1.0,0,2475,,11-15 Broadway #7A,Astoria
4750,1.0,1.0,0,2658,,267 6th Street #3C,Park Slope
4751,1.0,,0,2062,,11-15 Broadway #2K,Astoria
4752,1.0,3.0,0,4000,,241 West 115th Street #1B,
4753,1.0,1.0,0,1875,,64-64 Wetherole Street #4B,Rego Park
4754,1.0,2.0,0,2395,,1725 Dorchester Road #3,Ditmas Park
4755,1.0,1.0,0,3150,533,116 John Street #407,Financial District
4756,2.0,3.0,0,2850,,220 Wadsworth Avenue #301,Fort George
4757,1.0,,0,2400,,201 W 77th Street #8H,Upper West Side
4758,1.0,1.0,0,2300,,302 West 114th Street #4D,
