,bath,bed,furnished,price,size,street,where
18608,2.0,2.0,0,5100,,55-75 West End Avenue #P15F,Lincoln Square
18609,1.0,1.0,0,3000,1000,544 Third Avenue #3,Murray Hill
18610,2.0,4.0,0,3795,,701 West 177th Street #45,Hudson Heights
18611,2.0,2.0,0,5295,,350 West 37 #26E,Midtown West
18612,1.0,1.0,0,4300,,155 West 21 #9F,Chelsea
18613,1.0,,0,3300,,331 E. 14 #4C,Gramercy Park
18614,1.0,,0,2700,448,145 East 48th Street #6A,Turtle Bay
18615,1.0,1.0,0,3225,,309 Gold Street #27G,Downtown Brooklyn
18616,1.0,3.0,0,2300,,1863 Palmetto Street #2,Ridgewood
18617,1.0,2.0,0,1900,,29 69th Street #43,Bay Ridge
18618,2.0,2.0,0,3500,1550,469A Lexington Avenue #1,Bedford-Stuyvesant
18619,2.5,3.0,0,6000,1800,534 East 6th Street #G,East Village
18620,1.0,2.0,0,3100,800,615 East 6th Street #4B,East Village
18621,1.0,1.0,0,1995,900,16 Morgan Avenue #1R,East Williamsburg
18622,1.0,,0,2834,610,520 Second Avenue #13E,Kips Bay
18623,1.0,1.0,0,3230,,560 West 43rd Street #22E,Midtown West
18624,1.0,2.0,0,3100,800,615 East 6th Street #4B,East Village
18625,1.0,1.0,0,1995,900,16 Morgan Avenue #1R,East Williamsburg
18626,1.5,1.0,0,3200,,59 East 74th Street #9,Upper East Side
18627,2.0,,1,12000,,47 West 69th Street #2A,Lincoln Square
18628,1.0,1.0,0,3500,637,200 West End Avenue #5N,Lincoln Square
18629,1.0,2.0,0,2900,,266 Washington Avenue #F5,Clinton Hill
18630,1.0,,0,12500,,205 E 59th Street #1308,Lenox Hill
18631,1.0,1.0,0,3100,600,333 West 56th Street #6E,Midtown West
18632,1.0,2.0,0,4200,,184 W 10th Street #5A,West Village
18633,1.0,1.0,0,2000,,7261 113th Street #6R,Forest Hills
18634,,1.0,0,3300,,184 W 10th Street #3D,West Village
