,bath,bed,furnished,monthly,price,size,street,where
1111,1.0,1.0,0,0,210000,,5800 Arlington Avenue #1L,Riverdale
1112,2.5,3.0,0,0,3800000,1900,330 East 57th Street #3,Sutton Place
1113,1.0,1.0,0,0,2100000,,115 Central Park West #25C,Lincoln Square
1114,2.0,2.0,0,0,2150000,,1172 Park Avenue #14D,Carnegie Hill
1115,5.0,10.0,0,0,1590000,4125,261 Tompkins ,Bedford-Stuyvesant
1116,1.0,1.0,0,0,1099000,,250 E 40th Street #35E,Murray Hill
1117,1.0,,0,0,565000,,347 West 57th Street #28BB,Midtown West
1118,2.0,2.0,0,0,3250000,2200,55 Great Jones Street #5,Noho
1119,2.0,2.0,0,0,2300000,1585,20 Pine Street #1013,Financial District
1120,4.0,3.0,0,0,4995000,2845,270 Riverside Drive #5A,Upper West Side
1121,2.0,1.0,0,0,799000,1100,578 Atlantic Avenue #3D,Boerum Hill
1122,3.5,3.0,0,0,4250000,1973,101 Leonard Street #10E,Tribeca
1123,1.0,1.0,0,0,450000,,328 East 73rd Street #5B,Upper East Side
1124,1.0,1.0,0,0,999999,719,400 E 90th Street #6F,Yorkville
1125,1.0,1.0,0,0,479900,,206 Lincoln Place #7,Park Slope
1126,1.0,3.0,0,0,545000,1100,6801 Shore Road #4A,Bay Ridge
1127,,,0,0,3500000,,320 Powers Street ,East Williamsburg
1128,1.0,1.0,0,0,180000,,2390 Palisade Avenue #5K,Spuyten Duyvil
1129,1.0,1.0,0,0,295000,,110-45 71st Road #6D,Forest Hills
1130,1.0,0.0,0,0,579000,,333 East 14th Street #11F,East Village
1131,4.5,7.0,0,0,1849000,2584,347 Monroe Street ,Bedford-Stuyvesant
1132,1.0,3.0,0,0,425000,1120,721 Drew Street ,City Line
1133,6.0,7.0,0,0,18995000,8000,327 West 76th Street ,Upper West Side
1134,5.0,4.0,0,0,10995000,3959,150 Charles Street #M8,West Village
1135,2.5,2.0,0,0,12818000,1686,80 Columbus Circle #65A,Lincoln Square
1136,2.0,2.0,0,0,1745000,,225 East 34th Street #19G,Murray Hill
1137,6.0,12.0,0,0,2269000,3750,53 Ten Eyck Street ,Williamsburg
1138,5.0,6.0,0,0,1599000,,1665 West 4th Street ,Gravesend
1139,3.5,3.0,0,0,5950000,2400,45 Park Avenue #801,Murray Hill
1140,3.0,5.0,0,0,1375000,3076,634 45th Street ,Sunset Park
1141,5.0,7.0,0,0,1588000,1560,2128 East 8th ,Sheepshead Bay
1142,3.5,5.0,0,0,2498000,720,1654 84th Street ,Bensonhurst
1143,1.0,1.0,0,0,198500,,3810 Greystone Avenue #504,Riverdale
1144,1.0,,0,0,480000,,317 East 18th Street #4E,Gramercy Park
1145,2.5,2.0,0,0,4500000,1860,143 Reade Street #9C,Tribeca
1146,1.0,1.0,0,0,750000,,320 East 57th Street #11F,Sutton Place
1147,1.0,,0,0,340000,,317 East 18th Street #5E,Gramercy Park
1148,2.5,3.0,0,0,3999000,3800,111 East 56th Street #PH,Midtown
1149,4.0,4.0,0,0,20000000,3300,101 Central Park West #10E,Lincoln Square
1150,2.0,2.0,0,0,2009000,1546,645 West End Avenue #1D,Upper West Side
1151,1.0,2.0,0,0,1195000,,119 Pacific Street #1,Cobble Hill
1152,1.0,1.0,0,0,995000,741,253 West 73rd Street #E3,Upper West Side
1153,1.0,,0,0,449000,400,4 Lexington Avenue #3F,Gramercy Park
1154,4.5,5.0,0,0,2399000,2950,71-35 Harrow Street #1,Forest Hills
1155,3.5,4.0,0,0,9250000,,28 East 10th Street #8E,Greenwich Village
1156,3.0,3.0,0,0,2495000,,137 East 36th Street #8BC,Murray Hill
1157,1.0,1.0,0,0,899000,707,250 East 40th Street #10A,Murray Hill
1158,2.0,2.0,0,0,4650000,1942,66 Ninth Avenue #3W,Chelsea
1159,1.0,,0,0,629000,,330 East 49th Street #8A,Turtle Bay
1160,2.5,3.0,0,0,519000,,1550 E 56th Street #1,Flatlands
1161,1.0,1.0,0,0,425000,900,415 Beverly Rd #5A,Kensington
1162,2.0,2.0,0,0,2180000,1372,330 East 38th Street #24D,Murray Hill
1163,2.5,2.0,0,0,3300000,1552,5 Franklin Place #10C,Tribeca
1164,4.0,4.0,0,0,10500000,5659,66 Leonard Street #12B,Tribeca
1165,2.5,2.0,0,0,2525000,,201 East 79th Street #15B,Yorkville
1166,1.5,1.0,0,0,999000,950,42 West 89th Street #E,Upper West Side
1167,1.0,1.0,0,0,150000,,3235 Cambridge Avenue #2D,Spuyten Duyvil
1168,1.0,1.0,0,0,499000,,137 East 36th Street #4E,Murray Hill
1169,3.0,3.0,0,0,2500000,1326,220 East 65th #3C,Lenox Hill
1170,2.0,2.0,0,0,1665000,1361,429 Kent Avenue #211,Williamsburg
1171,2.0,2.0,0,0,1440000,,300 East 59th Street #1501,Sutton Place
1172,2.5,3.0,0,0,300000,1842,2217 Cincinnatus Avenue #1,Castle Hill
1173,2.5,4.0,0,0,849000,4620,2637 Harway Avenue ,Gravesend
1174,5.0,5.0,0,0,9980000,,1035 Fifth Avenue #12DE,Upper East Side
1175,2.0,3.0,0,0,499000,,112-50 78th Avenue ,Forest Hills
1176,3.0,2.0,0,0,5375000,2114,101 Warren Street #5H,Tribeca
1177,2.0,2.0,0,0,2750000,1405,325 W 13th Street #2,West Village
1178,2.0,4.0,0,0,1100000,1880,2716 Cortelyou Road ,Flatbush
1179,2.0,2.0,0,0,1895000,1500,10 East 70th Street #7B,Lenox Hill
1180,1.0,2.0,0,0,420000,900,130 Lenox Avenue #809,Central Harlem
1181,1.0,1.0,0,0,440000,,317 3rd Street #2A,Park Slope
1182,1.0,2.0,0,0,435000,1000,200 Corbin Place #6L,Brighton Beach
1183,2.0,2.0,0,0,899000,1200,575 Riverside Drive #67,Manhattanville
1184,1.0,1.0,0,0,695000,,220 East 57th Street #15H,Midtown East
1185,2.0,5.0,0,0,799000,,615 Linden Boulevard ,Northeast Flatbush
1186,1.0,,0,0,199000,525,1150 Brighton Beach Avenue #6H,Brighton Beach
1187,2.0,2.0,0,0,2020000,1373,15 William Street #24H,Financial District
1188,1.0,1.0,0,0,1155000,812,15 William Street #15F,Financial District
1189,2.0,2.0,0,0,1999500,1300,15 William Street #12E,Financial District
1190,2.0,3.0,0,0,1995000,1601,100 Jay Street #14F,DUMBO
1191,1.5,1.0,0,0,1428000,729,310 West 52nd Street #28C,Midtown West
1192,1.0,1.0,0,0,1155000,812,15 William Street #15F,Financial District
1193,2.0,2.0,0,0,1999500,1300,15 William Street #12E,Financial District
1194,2.0,2.0,0,0,1700000,1373,15 William Street #11H,Financial District
1195,1.0,1.0,0,0,799000,737,189 Schermerhorn Street #2H,Downtown Brooklyn
1196,2.0,2.0,0,0,2000000,1374,400 East 51st Street #4F,Beekman
1197,2.0,2.0,0,0,585000,1400,1150 Brighton Beach Avenue #2S,Brighton Beach
1198,1.0,,0,0,349000,,175 Willoughby Street #14F,Fort Greene
1199,,,0,0,325000,,8 Lake Avenue ,Brooklyn
1200,3.0,7.0,0,0,535000,2124,4346 Edson Avenue ,Wakefield
1201,6.0,12.0,0,0,1850000,,433 68th ,Bay Ridge
1202,1.0,1.0,0,0,475000,820,800 Cortelyou Road #4J,Kensington
1203,2.5,3.0,0,0,1950000,,41 Eastern Parkway #3A,Prospect Heights
1204,2.0,1.0,0,0,2995000,1508,252 Seventh Avenue #10W,Chelsea
1205,2.0,2.0,0,0,2150000,,1172 Park Avenue #14D,Carnegie Hill
1206,1.0,1.0,0,0,349000,650,1917 Avenue X #2,Homecrest
1207,1.0,1.0,0,0,1485000,606,123 Washington Street #45H,Financial District
1208,1.0,1.0,0,0,935000,,205 West End Avenue #5A,Lincoln Square
1209,2.0,3.0,0,0,750000,,307 Avenue T ,Gravesend
1210,4.0,6.0,0,0,649000,3017,2704 Bainbridge Avenue ,Fordham
1211,1.5,3.0,0,0,549000,,3402 Fillmore Avenue ,Marine Park
1212,1.5,2.0,0,0,999000,,140 West 58th Street #6C,Midtown
1213,1.0,1.0,0,0,210000,,86-05 60 Rd #3B,Elmhurst
1214,1.0,1.0,0,0,850000,595,82 Charles Street #1R,West Village
1215,2.0,2.0,0,0,2495000,,50 East 80th Street #2A/3B,Upper East Side
1216,2.5,2.0,0,0,3500000,1489,33 West 56th Street #5E,Midtown
1217,2.5,3.0,0,0,1288888,,82-55 214th Street ,Bayside
1218,2.5,3.0,0,0,4950000,2500,321 Greenwich Street 2ND-FLOOR,Tribeca
1219,5.5,5.0,0,0,21500000,5986,210 West 77th Street #PH,Upper West Side
1220,5.0,5.0,0,0,2450000,2224,5 West 119th Street ,Central Harlem
1221,2.5,3.0,0,0,1288888,,82-55 214th Street ,Bayside
1222,2.5,2.0,0,0,3850000,1624,5 Beekman Street #42A,Fulton/Seaport
1223,2.0,2.0,0,0,1190000,1266,2077 Fifth Avenue #4A,Central Harlem
1224,2.5,2.0,0,0,2950000,1395,5 Beekman Street #31A,Fulton/Seaport
1225,1.0,,0,0,625000,400,25 West 13th Street #3CS,Greenwich Village
1226,3.0,6.0,0,0,579000,2000,227-08 108th Avenue ,Queens Village
1227,1.0,1.0,0,0,185000,880,601 Pelham Parkway #412,Bronxwood
1228,2.0,4.0,0,0,479000,1800,140-16 183rd Street ,Springfield Gardens
1229,3.5,3.0,0,0,12500000,3200,150 Central Park South #2601,Central Park South
1230,2.5,5.0,0,0,479000,2100,184-09 140th Avenue ,Springfield Gardens
1231,2.5,3.0,0,0,420000,1900,107-39 Van Wyck ,South Jamaica
1232,3.0,3.0,0,0,1500000,1426,106 West 116th Street #7A,Central Harlem
1233,2.0,2.0,0,0,3998000,2472,5-43 48th Avenue #TH1B,Hunters Point
1234,3.0,6.0,0,0,599000,,134-70 Bedell Street ,Springfield Gardens
1235,1.5,1.0,0,0,1500000,856,235 E. 55th Street #36C,Midtown East
1236,1.0,,0,0,650000,420,350 West 50th Street #25A,Midtown West
1237,1.0,1.0,0,0,799000,,77 Bleecker Street #321,Greenwich Village
1238,4.0,10.0,0,0,2700000,4000,141 Devoe Street ,Williamsburg
1239,1.0,1.0,0,0,499000,,322 6th Street #2,Park Slope
1240,1.0,3.0,0,0,759000,750,13 Scholes Street #1,Williamsburg
1241,1.0,1.0,0,0,1199000,,15 West 72nd #17V,Upper West Side
1242,1.0,1.0,0,0,779000,,12 Beekman Place #1B,Beekman
1243,1.0,1.0,0,0,129000,,5420 Netherland Avenue #B34,Riverdale
1244,1.0,1.0,0,0,650000,,303 West 146th Street #7R,Central Harlem
1245,2.0,2.0,0,0,330000,800,1366-1368 East 92nd Street #301,Canarsie
1246,1.0,1.0,0,0,525000,,333 4th Street #1I,Park Slope
1247,2.0,2.0,0,0,2700000,1582,165 West 91st Street #16E,Upper West Side
1248,1.0,1.0,0,0,945000,735,380 Rector Place #19E,Battery Park City
1249,2.0,2.0,0,0,599000,1100,400 East 17th Street #603,Ditmas Park
1250,1.0,,0,0,449000,,4 Lexington Avenue #5E,Gramercy Park
1251,3.5,3.0,0,0,16950000,4115,610 Park Avenue #2BC,Lenox Hill
1252,1.0,1.0,0,0,637000,650,160 E 27th Street #7F,Kips Bay
1253,3.5,4.0,0,0,3450000,2465,44 W 62nd Street #29BC,Lincoln Square
1254,1.0,1.0,0,0,1925000,900,302 West 12th Street #2F,West Village
1255,7.0,6.0,0,0,12950000,6500,49 East 82nd Street ,Upper East Side
1256,,,0,0,1200000,,1503 Dean Street ,Crown Heights
1257,2.0,2.0,0,0,1150000,,515 East 89th Street #5K,Yorkville
1258,2.0,2.0,0,0,1975000,1461,340 East 64th Street #12G,Lenox Hill
1259,3.0,3.0,0,0,1995000,1388,630 First Avenue #28RS,Murray Hill
1260,3.5,3.0,0,0,3325000,,475 Park Avenue #10A,Midtown
1261,1.0,1.0,0,0,930000,,215 W 75th Street #5F,Upper West Side
1262,1.0,3.0,0,0,330000,1314,107-37 110th Street ,Richmond Hill
1263,1.0,1.0,0,0,1060000,,11 Riverside Drive #9TE,Upper West Side
1264,2.0,2.0,0,0,1300000,,36 Sutton Place South #2F,Sutton Place
1265,1.0,1.0,0,0,875000,1000,860 United Nations Plaza #21D,Beekman
1266,2.0,3.0,0,0,469000,1300,4555 Henry Hudson Parkway West #AG3,Riverdale
1267,2.0,4.0,0,0,1750000,3180,55 80th Street ,Bay Ridge
1268,1.0,2.0,0,0,663900,,365 Clinton Avenue #8F,Clinton Hill
1269,1.0,1.0,0,0,775000,717,350 East 30th Street #3D,Kips Bay
1270,1.0,1.0,0,0,1150000,,79 West 12th Street #3H,Greenwich Village
1271,1.0,1.0,0,0,790000,,522 West End Avenue #5D,Upper West Side
1272,1.0,1.0,0,0,729000,,345 West 58th Street #4J,Lincoln Square
1273,1.0,1.0,0,0,789000,,165 West 66th Street #21C,Lincoln Square
1274,1.0,2.0,0,0,1350000,,39 West 67th Street 1401-1501,Lincoln Square
1275,2.0,3.0,0,0,4950000,,150 East 69th Street #29H,Lenox Hill
1276,1.0,1.0,0,0,789000,,165 West 66th Street #21C,Lincoln Square
1277,1.0,1.0,0,0,189000,725,2626 Homecrest Avenue #1E,Sheepshead Bay
1278,2.5,2.0,0,0,750000,1584,2804 Avenue W ,Homecrest
1279,3.0,2.0,0,0,3475000,,180 East 79th Street #3D,Upper East Side
1280,2.0,2.0,0,0,2100000,,50 Sutton Place South #20C,Sutton Place
1281,1.0,1.0,0,0,229000,700,103-30 68th Avenue #5G,Forest Hills
1282,1.0,1.0,0,0,165000,800,2685 Creston Avenue #6F,Fordham
1283,1.0,3.0,0,0,429000,1215,104-79 127th Street ,Richmond Hill
1284,2.5,2.0,0,0,3800000,1737,200 E 61st Street #32DE,Lenox Hill
1285,1.0,,0,0,350000,,20 Jane Street #2B,West Village
1286,1.5,2.0,0,0,1999000,,334 West 89th Street #4F,Upper West Side
1287,4.0,6.0,0,0,929000,,240-28 69th Avenue ,Douglaston
1288,1.0,2.0,0,0,1200000,,1000 Park Avenue #3F,Upper East Side
1289,2.0,2.0,0,0,2995000,1430,100 West 18th Street #5E,Chelsea
1290,4.0,6.0,0,0,929000,,240-28 69th Avenue ,Douglaston
1291,2.0,4.0,0,0,849900,1848,151-45 29th Avenue ,Queensboro Hill
1292,2.0,2.0,0,0,1499000,,165 West 66th Street #3C,Lincoln Square
1293,1.0,1.0,0,0,160000,,5601 Riverdale Avenue #S3,Riverdale
1294,5.0,5.0,0,0,4795000,,320 East 72nd Street #13A,Lenox Hill
1295,3.0,3.0,0,0,7750000,2907,199 Mott Street #2,Nolita
1296,2.0,5.0,0,0,449000,3000,534 New Jersey Avenue ,East New York
1297,3.5,3.0,0,0,5900000,,710 Park Avenue #16C,Lenox Hill
1298,2.5,4.0,0,0,1750000,1848,428 Saint Marks Avenue ,Crown Heights
1299,2.0,1.0,0,0,818000,673,50 Bayard Street #1L,Williamsburg
1300,7.0,6.0,0,0,1299000,,637 Walton Avenue #BLDG,Concourse
1301,1.0,2.0,0,0,525000,975,77 Park Terrace East #D75,Inwood
1302,2.0,3.0,0,0,4950000,,150 East 69th Street #29H,Lenox Hill
1303,2.0,1.5,0,0,2395000,1211,225 Fifth Avenue #9D,NoMad
1304,2.0,3.0,0,0,499000,1358,1141 East 42nd Street ,Northeast Flatbush
1305,3.5,5.0,0,0,1200000,2772,593 Hancock Street ,Stuyvesant Heights
1306,1.0,1.0,0,0,1500000,,39 Fifth Avenue #12A,Greenwich Village
1307,1.0,1.0,0,0,189000,,1655 Flatbush Avenue #B1901,Flatbush
1308,1.0,2.0,0,0,199000,800,2705 Kings Highway #5A,
1309,2.0,2.0,0,0,2240000,,565 West End Avenue #9C,Upper West Side
1310,4.0,8.0,0,0,3099000,4000,61 South 4th Street ,Williamsburg
1311,2.0,4.0,0,0,1795000,1800,521 W 47th Street #PH4B,Midtown West
1312,7.0,5.0,0,0,10500000,4075,200 E 61st Street 32ABCDE,Lenox Hill
1313,2.0,3.0,0,0,569000,1302,1573 East 53rd Street ,Old Mill Basin
1314,3.0,5.0,0,0,1500000,2558,788 Putnam Avenue ,Bedford-Stuyvesant
1315,1.0,1.0,0,0,279900,1000,117-01 Park Lane South #A5A,Kew Gardens
1316,1.0,1.0,0,0,525000,,333 4th Street #1I,Park Slope
1317,3.5,3.0,0,0,6300000,2993,505 West 19th Street #3W,West Chelsea
1318,1.0,1.0,0,0,279900,1000,117-01 Park Lane South #A5A,Kew Gardens
1319,4.0,4.0,0,0,3395000,,950 Park Avenue MAISONETTE,Upper East Side
1320,3.0,4.0,0,0,799000,2000,61-71 56th Street ,Ridgewood
1321,1.0,1.0,0,0,780000,,308 East 79th Street #13E,Upper East Side
1322,2.5,1.0,0,0,4600000,2741,1 Bond Street #PHB,Noho
1323,1.0,1.0,0,0,395000,,1264 Amsterdam #1C,Morningside Heights
1324,1.0,1.0,0,0,199000,850,3636 Greystone Avenue #6B,Riverdale
1325,1.0,1.0,0,0,835000,821,385 Grand Street #L1004,Lower East Side
1326,1.0,1.0,0,0,179900,,175-20 Wexford Ter #7G,Jamaica Estates
1327,4.0,4.0,0,0,1790000,3318,555 West 183rd Street ,Fort George
1328,1.0,1.0,0,0,195000,770,1916 Avenue K #1G,Midwood
1329,1.0,1.0,0,0,659000,,570 Grand Street #H406,Lower East Side
1330,1.5,1.0,0,0,1180000,653,75 Wall Street #31G,
1331,2.5,2.0,0,0,4995000,,210 Central Park South #7D,Central Park South
1332,1.0,1.5,0,0,249000,,3215 Avenue H #2M,Flatbush
1333,2.0,3.0,0,0,1500000,1186,265 First Street #265-2,Park Slope
1334,2.0,2.0,0,0,1299000,1080,538 Union Avenue #2C,Williamsburg
1335,1.0,1.0,0,0,798000,600,130 East 63rd Street #2F,Lenox Hill
1336,1.0,2.0,0,0,1125000,850,200 East 58th Street #9J,Midtown East
1337,1.0,1.0,0,0,399000,,424 E 77th Street #1D,Upper East Side
1338,1.0,1.0,0,0,975000,641,212 E 47th Street #23H,Turtle Bay
1339,1.0,1.0,0,0,549750,,181 East 93rd Street #2D,Carnegie Hill
1340,1.0,1.0,0,0,1695000,,60 East 8th Street #17M,Greenwich Village
1341,2.0,2.0,0,0,1595000,1050,301 East 79th Street #25B,Yorkville
1342,1.0,1.0,0,0,610000,644,244 Franklin Avenue #2A,Bedford-Stuyvesant
1343,2.0,4.0,0,0,699000,,252-07 Elkmont Avenue ,Bellerose
1344,1.0,1.0,0,0,1690000,948,200 East 66th Street #A402,Lenox Hill
1345,2.0,3.0,0,0,1995000,1601,100 Jay Street #14F,DUMBO
1346,2.0,4.0,0,0,699000,,252-07 Elkmont Avenue ,Bellerose
1347,1.0,,0,0,475000,,220 East 73rd Street #4A,Upper East Side
1348,1.0,1.0,0,0,1299000,842,211 East 51st Street #3F,Turtle Bay
1349,5.0,5.0,0,0,7950000,4200,200 Riverside Boulevard #PH1A,Lincoln Square
1350,1.5,3.0,0,0,475000,,109-37 117th Street ,Richmond Hill
1351,1.5,2.0,0,0,345000,1100,4901 Henry Hudson Parkway West #8D,Riverdale
1352,1.0,2.0,0,0,289000,960,249-16 63rd Avenue #1230-5,Little Neck
1353,,,0,0,13750000,,17 West 94th Street ,Upper West Side
1354,2.0,3.0,0,0,2125000,,47 Plaza Street West #14C,Park Slope
1355,1.0,,0,0,449000,,430 West 34th Street #10L,Midtown West
1356,8.0,8.0,0,0,3800000,3700,104 6th Avenue ,Park Slope
1357,3.0,4.0,0,0,1190000,2160,6645 Bergen Place ,Bay Ridge
1358,2.5,3.0,0,0,6090000,2702,90 Furman Street #N1012,DUMBO
1359,2.5,2.0,0,0,4000000,1860,101 Warren Street #820,Tribeca
1360,,,0,0,84500000,15000,8 East 62nd Street ,Lenox Hill
1361,3.0,3.0,0,0,1188000,2800,1209 McDonald Avenue ,Ocean Parkway
1362,1.0,1.0,0,0,284000,,35-50 75th Street #2C,Jackson Heights
1363,1.5,2.0,0,0,898000,1044,111 Vanderbilt Avenue #A,Clinton Hill
1364,1.0,1.0,0,0,1395000,,20 West 64th Street #12H,Lincoln Square
1365,,,0,0,1500000,4400,263 Troy Avenue ,Weeksville
1366,3.5,4.0,0,0,1895000,,904 Saint Johns Place ,Crown Heights
1367,2.0,2.0,0,0,1200000,,235 East 87th Street #3C,Yorkville
1368,2.0,2.0,0,0,4700000,1600,115 Central Park West #2J,Lincoln Square
1369,2.5,2.0,0,0,2400000,,80 Riverside Boulevard #14N,Lincoln Square
1370,2.0,3.0,0,0,1695000,,123 West 93rd Street #3G,Upper West Side
1371,2.0,2.0,0,0,1675000,,50 Sutton Place South #19E,Sutton Place
1372,2.0,2.0,0,0,2655000,2160,147 West 22nd Street #3S,Chelsea
1373,7.0,6.0,0,0,6999999,,6 West 83rd Street ,Upper West Side
1374,1.0,2.0,0,0,1350000,,799 Greenwich Street #5S,West Village
1375,4.0,4.0,0,0,5550000,2684,212 Warren Street #18H,Battery Park City
1376,3.5,4.0,0,0,5120000,2595,212 Warren Street #17C,Battery Park City
1377,1.0,,0,0,285000,,549 West 123rd Street #9E,Morningside Heights
1378,2.0,3.0,0,0,1995000,1601,100 Jay Street #14F,DUMBO
1379,4.0,4.0,0,0,3750000,3600,64 South 4th Street ,Williamsburg
1380,3.0,2.0,0,0,4700000,1600,115 Central Park West #2J,Lincoln Square
1381,2.5,2.0,0,0,4100000,1791,141 Fifth Avenue #4D,Flatiron
1382,1.0,2.0,0,0,349000,900,657 East 26th Street #3V,Flatbush
1383,2.0,2.0,0,0,1795000,,375 West End Avenue #5B,Upper West Side
1384,2.0,2.0,0,0,2400000,,20 East 9th Street #7C,Greenwich Village
1385,1.0,1.0,0,0,590000,,457 Fdr Drive #A1502,Lower East Side
1386,2.0,2.0,0,0,899000,1250,100 West 57th Street #17L,Midtown
1387,2.5,5.0,0,0,3000000,2880,144 Franklin Street #1/2,Greenpoint
1388,1.0,,0,0,645000,532,315 Seventh Avenue #11E,Chelsea
1389,3.5,5.0,0,0,1388000,2400,540 Lexington Avenue ,Stuyvesant Heights
1390,4.0,7.0,0,0,745000,3520,283 E 55th Street ,Northeast Flatbush
1391,2.5,5.0,0,0,1198000,2204,1176 East 18th Street ,Midwood
1392,1.0,1.0,0,0,1270000,750,77 West 55th Street #14H,Midtown
1393,2.0,4.0,0,0,675000,2170,234 West 256th Street ,Riverdale
1394,1.0,1.0,0,0,310000,,2500 Johnson Avenue #6S,Spuyten Duyvil
1395,1.0,1.0,0,0,139000,,175-45 88th Avenue #7P,Jamaica
1396,2.5,3.0,0,0,3750000,1925,201 West 17th Street #6B,Chelsea
1397,2.0,2.0,0,0,1795000,1033,337 East 62nd Street #PHC,Lenox Hill
1398,1.0,,0,0,659000,443,311 East 38th Street #8C,Murray Hill
1399,1.0,2.0,0,0,1100000,,233 West 21st Street #2B,Chelsea
1400,1.0,1.0,0,0,1450000,691,1 Central Park West #918,Lincoln Square
1401,3.0,2.0,0,0,2995000,1812,400 East 51st Street #12A,Beekman
1402,2.0,2.0,0,0,2390000,1295,337 East 62nd Street #PHD,Lenox Hill
1403,4.5,4.0,0,0,9950000,6170,18 E 18th Street #4W5W,Flatiron
1404,1.0,1.0,0,0,925000,,205 3rd Avenue #9T,Gramercy Park
1405,2.0,5.0,0,0,1559000,2728,467 Halsey Street ,Stuyvesant Heights
1406,1.0,2.0,0,0,900000,,112 West 72nd Street #7A,Lincoln Square
1407,1.0,1.0,0,0,989000,900,400 East 77th Street #19A,Upper East Side
1408,1.0,2.0,0,0,949000,,200 East 36th Street #14D,Murray Hill
1409,1.0,1.0,0,0,225000,,35-10 150th Street #5G,Murray Hill (Queens)
1410,2.0,3.0,0,0,890000,1021,479 W 152nd Street #2B,Hamilton Heights
1411,1.0,1.0,0,0,679000,,345 East 77th Street #6F,Upper East Side
1412,1.0,,0,0,75000,,6299 Broadway #C6,Riverdale
1413,1.0,,0,0,439000,,150 W End Avenue #5K,Lincoln Square
1414,2.5,2.0,0,0,3500000,1743,315 Seventh Avenue #PHAB,Chelsea
1415,3.5,3.0,0,0,5000000,2195,10 Sullivan Street #2B,Soho
1416,2.0,4.0,0,0,1200000,,2838 216th Street ,Bayside
1417,3.0,4.0,0,0,968000,,47-04 Overbrook Street ,Little Neck
1418,2.0,3.0,0,0,385000,1224,112-18 Francis Lewis Boulevard #1,St. Albans
1419,1.0,1.0,0,0,1130000,688,325 Fifth Avenue #11F,Midtown South
1420,1.0,3.0,0,0,850000,847,1810 Third Avenue #B9D,East Harlem
1421,1.0,,0,0,699000,580,40 Broad Street #19C,Financial District
1422,1.0,1.0,0,0,899000,,101 West 80th Street #2D,Upper West Side
1423,2.0,4.0,0,0,825000,,42-22 Ketcham Street C18-C19,Elmhurst
1424,1.0,3.0,0,0,850000,847,1810 Third Avenue #B9D,East Harlem
1425,2.5,3.0,0,0,4395000,1766,225 East 81st Street PENTHOUSE,Yorkville
1426,2.0,2.0,0,0,1350000,1250,233 East 69th Street #7L,Lenox Hill
1427,2.0,2.0,0,0,1395000,1400,400 East 52nd Street #4D,Beekman
1428,3.0,3.0,0,0,1749000,,345 East 69th Street #17GH,Lenox Hill
1429,2.0,2.0,0,0,1650000,1325,15 William Street #8A,Financial District
1430,2.0,2.0,0,0,3799000,1557,240 Riverside Boulevard #17C,Lincoln Square
1431,1.0,1.0,0,0,1400000,850,20 Pine Street #2001,Financial District
1432,6.0,8.0,0,0,22000000,6840,159-161 East 82nd Street ,Upper East Side
1433,2.0,2.0,0,0,399000,1086,1102 East 73rd Street #24,Bergen Beach
1434,1.0,1.0,0,0,368000,,70-25 Yellowstone Boulevard #21Z,Forest Hills
1435,1.0,2.0,0,0,338000,,99-32 66th Rd. #7Q,Rego Park
1436,1.0,1.0,0,0,239000,850,527 Avenue X #4B,Sheepshead Bay
1437,2.0,2.0,0,0,179000,1100,151-20 88th Street #5C,Lindenwood
1438,1.0,2.0,0,0,399000,1050,540 Ocean Parkway #6B,Kensington
1439,2.0,2.0,0,0,1395000,1400,36 Sutton Place South #4F,Sutton Place
1440,2.0,2.0,0,0,1795000,1225,4 West 21st Street #4A,Flatiron
1441,1.0,1.0,0,0,875000,,35 West 90th Street #7J,Upper West Side
1442,1.0,1.0,0,0,990000,706,70 Washington Street #6P,DUMBO
1443,1.5,2.0,0,0,999000,,166 East 78th Street #3B,Upper East Side
1444,1.0,1.0,0,0,875000,,35 West 90th Street #7J,Upper West Side
1445,3.0,9.0,0,0,1250000,4127,41 De Sales Place ,Bushwick
1446,2.0,5.0,0,0,599000,1975,292 Berriman Street ,East New York
1447,1.0,,0,0,525000,,35 West 90th Street #5H,Upper West Side
1448,1.5,1.0,0,0,1650000,1000,40 East 10th Street #8C,Greenwich Village
1449,1.0,1.0,0,0,248000,,65-41 Booth Street #6E,Rego Park
1450,3.0,3.0,0,0,3000000,1455,100 Riverside Boulevard #20F,Lincoln Square
1451,1.0,3.0,0,0,450000,931,1487 Prospect Place #2,Weeksville
1452,1.5,3.0,0,0,565000,1162,501 Surf Avenue Apt 3G #3G,Coney Island
1453,1.0,1.0,0,0,1895000,779,450 West 17th Street #2101,West Chelsea
1454,1.0,3.0,0,0,835000,847,1810 Third Avenue #B8D,East Harlem
1455,4.0,4.0,0,0,4888000,2794,200 Chambers Street #4BC,Tribeca
1456,1.0,1.0,0,0,1640000,700,151 West 21st Street #3D,Chelsea
1457,2.5,2.0,0,0,4950000,1744,275 West 10th Street #8A,West Village
1458,2.0,1.0,0,0,799000,1100,578 Atlantic Avenue #3D,Boerum Hill
1459,1.0,1.0,0,0,1500000,785,39 E 29th Street #13C,NoMad
1460,2.0,1.0,0,0,1125000,1100,299 Riverside Drive #9E,Upper West Side
1461,1.0,1.0,0,0,1295000,,250 West 24th Street #2BE,Chelsea
1462,3.0,3.0,0,0,2950000,1552,205 East 59th Street #13C,Lenox Hill
