,bath,bed,furnished,monthly,price,size,street,where
5157,2.5,6.0,0,0,1350000,,7208 3rd Avenue #1,Bay Ridge
5158,2.0,3.0,0,0,1095000,1200,171 North 7th Street #1B,Williamsburg
5159,1.0,1.0,0,0,270000,,4410 Cayuga Avenue #2F,Fieldston
5160,1.0,1.0,0,0,650000,,288 Lexington Avenue #11E,Murray Hill
5161,1.5,3.0,0,0,999999,,141-35 73rd Avenue ,Kew Gardens Hills
5162,2.0,2.0,0,0,1895000,1400,311 West 83rd Street #4C,Upper West Side
5163,2.0,2.0,0,0,1050000,1136,208 21st Street #3,Greenwood
5164,3.0,4.0,0,0,449000,1389,4393 Barnes Avenue #1,Wakefield
5165,1.0,1.5,0,0,1300000,975,372 Central Park West #3X,Upper West Side
5166,2.0,2.0,0,0,1900000,1153,230 Riverside Drive #7A,Upper West Side
5167,1.0,,0,0,750000,751,189 Avenue C #5D,East Village
5168,3.5,6.0,0,0,1649000,2299,69-50 Exeter Street ,Forest Hills
5169,4.5,4.0,0,0,19200000,3838,212 West 18th Street #11C,Chelsea
5170,1.0,1.0,0,0,338000,,111-20 73rd Avenue #9D,Forest Hills
5171,1.0,1.0,0,0,329000,,111-20 73rd Avenue #8C,Forest Hills
5172,3.5,4.0,0,0,5000000,2390,15 East 26th Street #11F,NoMad
5173,2.0,3.0,0,0,450000,1180,419-421 Chauncey Street #2A,Stuyvesant Heights
5174,2.0,2.0,0,0,1795000,,200 East 57th Street #12K,Midtown East
5175,3.0,7.0,0,0,1275000,,57-12 164th Street ,Flushing
5176,2.5,6.0,0,0,1000000,1930,188 33rd Street ,Greenwood
5177,2.0,3.0,0,0,1625000,1650,41 Eastern Parkway #3D,Prospect Heights
5178,2.0,4.0,0,0,549000,,4304 Avenue M ,Flatlands
5179,1.0,1.0,0,0,1195000,684,One Irving Place #U7B,Gramercy Park
5180,1.5,1.0,0,0,735000,600,410 West 25th Street #2B,West Chelsea
5181,1.0,1.0,0,0,1600000,703,5 Beekman Street #23C,Fulton/Seaport
5182,1.0,1.0,0,0,1195000,684,One Irving Place #U7B,Gramercy Park
5183,2.0,2.0,0,0,2650000,1325,15 William Street #42A,Financial District
5184,1.0,2.0,0,0,219000,,3202 Nostrand Avenue #1L,Madison
5185,4.5,4.0,0,0,7900000,4000,417 Park Avenue #6W,Midtown
5186,1.0,1.0,0,0,597000,850,235 East 49th Street #6E,Turtle Bay
5187,1.0,2.0,0,0,749000,,345 East 86th Street #5C,Yorkville
5188,3.0,3.0,0,0,665000,1281,224 Bay 44th Street #C,Gravesend
5189,1.0,1.0,0,0,425000,1200,70 Lenox Road #5K,Flatbush
5190,1.0,2.0,0,0,300000,,601 W. 138th #2C,Hamilton Heights
5191,4.0,4.0,0,0,7495000,4343,252 7th Avenue #6RA,Chelsea
5192,1.0,1.0,0,0,700000,750,301 East 64th Street #4D,Lenox Hill
5193,4.5,3.0,0,0,6700000,,2 East 67th Street #MAISB,Lenox Hill
5194,1.0,1.0,0,0,1705990,895,959 First Avenue #18B,Turtle Bay
5195,2.0,2.0,0,0,1650000,1450,118 East 60th Street #29G,Lenox Hill
5196,3.5,3.0,0,0,2995000,2000,400 E 70th Street #2702,Lenox Hill
5197,4.0,5.0,0,0,980000,3440,3 Pell Place ,City Island
5198,2.5,3.0,0,0,529000,,1626 East 52nd Street #1,Flatlands
5199,1.5,3.0,0,0,349000,1600,460 Chestnut Street ,East New York
5200,2.5,2.0,0,0,9850000,2700,500 Park Avenue #35A,Midtown
5201,,3.0,0,0,8250000,,426 West 22nd Street #1,West Chelsea
5202,2.0,2.0,0,0,3950000,3301,133 Mulberry Street #2A,Little Italy
5203,1.5,2.0,0,0,599021,1200,33 Tier Street #H1,City Island
5204,1.0,2.0,0,0,275000,950,2601 Henry Hudson Parkway West #6B,Spuyten Duyvil
5205,3.0,4.0,0,0,2100000,5200,485 West 246th Street ,Fieldston
5206,2.5,4.0,0,0,499000,,245-12 134th Avenue ,Rosedale
5207,1.0,2.0,0,0,199000,,537 W. 133rd Street #34A,West Harlem
5208,3.0,6.0,0,0,2500000,3465,101 Norman Avenue #TH,Greenpoint
5209,2.5,2.0,0,0,3995000,,8 East 83rd Street #PHB,Upper East Side
5210,3.0,3.0,0,0,3400000,,250 East 53rd Street #2204,Turtle Bay
5211,,1.0,1,0,1275000,606,123 Washington Street #47H,Financial District
5212,1.0,1.0,0,0,639000,,315 West 86th Street #5E,Upper West Side
5213,2.0,3.0,0,0,469000,,129-15 135th Street ,South Ozone Park
5214,2.0,3.0,0,0,1975000,1253,175 West 95th Street #17C,Upper West Side
5215,2.0,5.0,0,0,499000,2080,782 Livonia Avenue ,East New York
5216,1.0,1.0,0,0,450000,,163 East 81st Street #GRDC,Upper East Side
5217,,,0,0,8995000,,55 West 88th Street ,Upper West Side
5218,1.5,2.0,0,0,1250000,,159 West 53rd Street #23H,Midtown
5219,1.0,1.0,0,0,395000,,330 West 145th Street #PH7,Central Harlem
5220,1.0,,0,0,425000,,131 West 85th Street #5A,Upper West Side
5221,1.5,2.0,0,0,1400000,,311 West 20th Street #1,Chelsea
5222,4.5,4.0,0,0,6400000,2836,1 West End Avenue #24F,Lincoln Square
5223,2.5,4.0,0,0,1695000,3200,177 Waverly Avenue #TWHN,Clinton Hill
5224,2.0,2.0,0,0,1180000,864,46 Market Street #10A,Two Bridges
5225,1.0,2.0,0,0,499000,885,1546 East 12th Street #6,Ocean Parkway
5226,2.0,4.0,0,0,1248888,,2150 19th Street ,Astoria
5227,1.0,1.0,0,0,114900,,2187 Holland Avenue #5L,Bronxdale
5228,2.5,3.0,0,0,489000,2500,78-21 88 Road ,Woodhaven
5229,1.0,1.0,0,0,114900,,2187 Holland Avenue #2C,Bronxdale
5230,4.0,4.0,0,0,2400000,3666,37 West 126th Street ,Central Harlem
5231,2.0,2.0,0,0,879900,1351,4455 Douglas Avenue #12C,Riverdale
5232,2.5,4.0,0,0,499999,,118-15 190th Street #1,St. Albans
5233,3.0,4.0,0,0,509999,,130-56 Francis Lewis Boulevard #1,Laurelton
5234,6.5,8.0,0,0,1250000,3656,716 Vincent Avenue ,Throgs Neck
5235,5.0,4.0,0,0,15500000,,186 East 64th Street ,Lenox Hill
5236,5.5,5.0,0,0,22500000,6005,221 West 77th Street #PH,Upper West Side
5237,1.0,1.0,0,0,675000,,15 Jones Street #4F,West Village
5238,2.0,3.0,0,0,4875000,2450,55 North Moore Street #2R,Tribeca
5239,2.0,3.0,0,0,2695000,1364,318 West 52nd Street #4L,Midtown West
5240,3.5,3.0,0,0,27300000,4193,157 West 57th Street #60B,Midtown
5241,1.0,,0,0,399000,600,100 West 57th Street #PHH,Midtown
5242,2.0,3.0,0,0,1079000,,1018 76th Street ,Dyker Heights
5243,2.0,3.0,0,0,649900,1125,3816  Waldo Avenue #2A,Kingsbridge
5244,1.5,4.0,0,0,313500,1608,100-49 198th Street ,Hollis
5245,18.0,20.0,0,0,15834550,12121,345 East 80th Street 18UNITS,Yorkville
5246,3.5,3.0,0,0,18750000,3228,157 West 57th Street #42A,Midtown
5247,1.0,2.0,0,0,269000,,37-27 86th Street #4B,Jackson Heights
5248,2.5,5.0,0,0,699000,,80-03 258th Street ,Glen Oaks Village
5249,3.0,3.0,0,0,1750000,1433,415 Main Street #15G,Roosevelt Island
5250,1.0,,0,0,845000,590,75 Wall Street #27Q,Financial District
5251,5.5,4.0,0,0,19150000,4207,18 Gramercy Park South #16,Gramercy Park
5252,3.0,3.0,0,0,1750000,1433,415 Main Street #15G,Roosevelt Island
5253,1.0,1.0,0,0,1395000,750,61 Jane Street #10G,West Village
5254,6.0,5.0,0,0,17500000,5250,845 United Nations Plaza #51ADE,Turtle Bay
5255,1.0,1.0,0,0,2255000,1067,16 West 40th Street #18D,Midtown South
5256,4.5,6.0,0,0,675000,,1458 Oakley Street #1,Bronx
5257,2.5,3.0,0,0,360000,1800,332 Schenck Avenue ,East New York
5258,3.0,4.0,0,0,1150007,2560,512 W 261st Street ,Riverdale
5259,3.0,4.0,0,0,3925000,2387,465 Pacific Street #PHA,Boerum Hill
5260,2.0,4.0,0,0,399000,1512,1108 E 213 #1,Williamsbridge
5261,2.0,4.0,0,0,1250000,,144-49 South Drive #1,Malba
5262,3.0,4.0,0,0,1248000,2500,207-15 39th Avenue ,Bayside
5263,2.0,3.0,0,0,1650000,,41 Eastern Parkway #6D,Prospect Heights
5264,2.5,3.0,0,0,3950000,3000,126-128 East 16th Street #1BC,Gramercy Park
5265,2.0,2.0,0,0,1200000,,308 East 79th Street #2GH,Upper East Side
5266,5.0,4.0,0,0,39900000,6000,240 Centre Street PENTHOUSE,Little Italy
5267,1.5,2.0,0,0,274500,,2390 Palisades Avenue #6C,Spuyten Duyvil
5268,4.0,5.0,0,0,10550000,4250,67 Franklin Street #6A,Tribeca
5269,1.5,3.0,0,0,4250000,3168,190 West Street #14,Greenpoint
5270,1.0,1.0,0,0,630000,,57 Thompson Street #2B,Soho
5271,1.0,1.0,0,0,219000,700,67-38 108th Street #C25,Forest Hills
5272,1.0,1.0,0,0,239000,,118-17 Union Turnpike #16A,Forest Hills
5273,3.5,5.0,0,0,2699000,,149 Ascan Avenue ,Forest Hills
5274,2.0,3.0,0,0,639000,,2676 East 63rd Street ,Mill Basin
5275,1.0,1.0,0,0,189000,700,152-48 Melbourne Avenue #242A,Kew Gardens Hills
5276,6.0,6.0,0,0,4900000,4134,725 Metropolitan Avenue ,Williamsburg
5277,1.0,2.0,0,0,475000,,19-18 80th Street #2,Astoria
5278,2.5,2.0,0,0,3995000,,8 East 83rd Street #PHB,Upper East Side
5279,2.0,2.0,0,0,3350000,1449,12 East 88th Street #6D,Carnegie Hill
5280,3.0,6.0,0,0,475000,1933,711 Taylor Avenue #1,Castle Hill
5281,4.0,4.0,0,0,3195000,3200,190 East 72nd Street #20AB,Lenox Hill
5282,2.0,2.0,0,0,285000,1300,9945 60th Avenue #6H,Corona
5283,1.0,,0,0,619000,,838 Greenwich Street #3A,West Village
5284,1.0,,0,0,685000,484,393 West 49th Street #6Q,Midtown West
5285,2.0,2.0,0,0,1200000,,308 East 79th Street #2GH,Upper East Side
5286,2.0,3.0,0,0,2200000,1367,457 Fdr Drive #2004,Lower East Side
5287,1.0,1.0,0,0,239000,750,37-28 85th Street #41,Jackson Heights
5288,3.0,3.0,0,0,2650000,1615,166 East 63rd Street #3C,Lenox Hill
5289,4.0,6.0,0,0,1200000,,1346 Prospect Place ,Weeksville
5290,2.0,4.0,0,0,669000,2000,118-47 218th Street ,Cambria Heights
5291,1.0,,0,0,349000,300,25 Tudor City Place #501,Murray Hill
5292,1.0,1.0,0,0,1250000,850,255 West 23rd Street #4CE,Chelsea
5293,1.0,1.0,0,0,585000,750,200 West 108th Street #2G,Manhattan Valley
5294,2.0,4.0,0,0,669000,2000,118-47 218th Street ,Cambria Heights
5295,1.0,,0,0,349000,300,25 Tudor City Place #501,Murray Hill
5296,5.0,9.0,0,0,690000,2880,99-02 212th Street ,Queens Village
5297,1.0,2.0,0,0,215000,920,6300 Riverdale Avenue #5F,Riverdale
5298,2.0,3.0,0,0,439000,,2299 East 13th Street #6H,Homecrest
5299,2.0,3.0,0,0,639000,1660,537 Beach 128th Street ,Rockaway All
5300,1.0,1.0,0,0,1050000,,30 Fifth Avenue #6A,Greenwich Village
5301,2.0,4.0,0,0,499000,1562,4 Campus Place ,East New York
5302,3.0,3.0,0,0,950000,3351,1167 Lincoln Place ,Crown Heights
5303,1.0,3.0,0,0,224999,,219 W 144th Street #52,Central Harlem
5304,3.0,7.0,0,0,1220000,2900,695 Halsey Street ,Stuyvesant Heights
5305,1.5,2.0,0,0,668888,,138-23 64th Avenue ,Kew Gardens Hills
5306,2.5,3.0,0,0,4950000,2500,321 Greenwich Street 2ND-FLOOR,Tribeca
5307,2.0,2.0,0,0,899000,1250,100 West 57th Street #17L,Midtown
5308,3.0,7.0,0,0,749000,2080,238 Autumn Avenue ,East New York
5309,2.0,7.0,0,0,499000,3476,742 E 217th Street ,Williamsbridge
5310,3.0,4.0,0,0,800000,1440,20-51 28th Street ,Astoria
5311,2.0,3.0,0,0,429000,1160,1568 Rockaway Parkway ,Canarsie
5312,6.5,6.0,0,0,29900000,7600,7 East 69th Street ,Lenox Hill
5313,1.0,,0,0,620000,,87 Saint Marks Place #4E,East Village
5314,2.0,6.0,0,0,2350000,4800,8122 Fifth Avenue ,Bay Ridge
5315,1.0,,0,0,259000,,70-20 108th Street #5J,Forest Hills
5316,2.0,3.0,0,0,899000,2000,110-61 64th Road #,Forest Hills
5317,1.0,1.0,0,0,720000,,100 Beekman Street #11F,Fulton/Seaport
5318,,2.0,1,0,2225000,1198,325 Fifth Avenue #18H,Midtown South
5319,1.0,1.0,0,0,399000,,345 Montgomery Street #1O,Crown Heights
5320,2.0,3.0,0,0,4995000,3200,377 West 11th Street #3A,West Village
5321,1.0,1.0,0,0,1960000,1056,50 West Street #8B,Financial District
5322,1.0,1.0,0,0,399000,,345 Montgomery Street #1O,Crown Heights
5323,1.0,1.0,0,0,1395000,909,80 Park Avenue #11N,Murray Hill
5324,1.0,1.0,0,0,999000,,150 West 51st Street #1718,Midtown West
5325,1.5,2.0,0,0,929000,1033,77 East 110th Street #4A,East Harlem
5326,1.5,2.0,0,0,1600000,1471,662 Bergen Street #1B,Prospect Heights
5327,2.0,3.0,0,0,695000,1470,1322 East 14th Street #3C,Midwood
5328,4.0,4.0,0,0,5490000,,524 East 72nd Street #30C,Lenox Hill
5329,,,0,0,2499000,,347 Union Avenue ,Williamsburg
5330,1.0,1.0,0,0,1149000,715,151 East 83rd Street #PHC,Upper East Side
5331,5.0,5.0,0,0,29995000,7060,11 North Moore Street 10THFLOOR,Tribeca
5332,1.0,2.0,0,0,399000,1100,2925 West 5th Street #15F,Coney Island
5333,1.0,1.0,0,0,90750,750,2922 Barnes Avenue #3H,Bronxwood
5334,5.0,7.0,0,0,42000000,9050,128 East 73rd Street ,Upper East Side
5335,1.0,1.0,0,0,1600000,703,5 Beekman Street #23C,Fulton/Seaport
5336,3.5,4.0,0,0,1995000,,747 West 231st Street ,Spuyten Duyvil
5337,1.0,2.0,0,0,378000,1100,67-38 108th Street #B37,Forest Hills
5338,1.0,1.0,0,0,999000,822,360 Furman Street #1038,Brooklyn Heights
5339,6.0,,0,0,2495000,3750,864 Metropolitan Avenue #BLDG,East Williamsburg
5340,3.0,3.0,0,0,3975000,1833,220 Riverside Boulevard #27C,Lincoln Square
5341,2.5,5.0,0,0,3000000,2880,144 Franklin Street #1/2,Greenpoint
5342,1.0,,0,0,300000,,649 Second Avenue #5/A,Murray Hill
5343,1.0,1.0,0,0,525000,600,5 Tudor City Place #1719,Murray Hill
5344,1.0,1.0,0,0,299000,550,409 Edgecombe Avenue #14B,Hamilton Heights
5345,2.5,2.0,0,0,2495000,1394,1280 Fifth Avenue #PHC,Upper Carnegie Hill
5346,,,0,0,4950000,,115 Avenue C ,East Village
5347,4.0,,0,0,3300000,,132 4th Place ,Carroll Gardens
5348,5.5,5.0,0,0,21500000,5986,210 West 77th Street #PH,Upper West Side
5349,4.0,4.0,0,0,1790000,3318,555 West 183rd Street ,Fort George
5350,6.0,12.0,0,0,2475000,3375,106 Huron Street ,Greenpoint
5351,4.5,5.0,0,0,8700000,4800,128 West 88th Street ,Upper West Side
5352,1.0,1.0,0,0,795000,,181 East 73rd Street #19C,Upper East Side
5353,3.0,5.0,0,0,2500000,,246 76th Street #1,Bay Ridge
5354,1.0,1.0,0,0,145000,980,1001 East 108th Street #2A,Canarsie
5355,2.5,3.0,0,0,1295000,1902,3220 Arlington Avenue #6A,Spuyten Duyvil
5356,3.0,5.0,0,0,859000,,149-50 123rd Street ,South Ozone Park
5357,1.0,2.0,0,0,2800000,,1 West 67th Street #300,Lincoln Square
5358,1.0,,0,0,89000,550,3215 Arlington Avenue #2B,Spuyten Duyvil
5359,2.0,2.0,0,0,269000,1150,6485 Broadway #6E,Riverdale
5360,7.0,7.0,0,0,25000000,8069,38 Prince Street ,Nolita
5361,2.5,3.0,0,0,10500000,,39 Fifth Avenue #PHB,Greenwich Village
5362,1.0,1.0,0,0,835000,708,2-26 50th Avenue #5G,Hunters Point
5363,4.0,4.0,0,0,3500000,,400 East 52nd Street #15F,Beekman
5364,1.0,2.0,0,0,450000,800,170 West 85th Street #5SW,Upper West Side
5365,2.0,5.0,0,0,1750000,1721,106-25 Guy R Brewer Boulevard ,South Jamaica
5366,1.0,1.0,0,0,449000,800,70-25 Yellowstone Boulevard #3U,Forest Hills
5367,1.0,1.0,0,0,125000,850,132 W 169th Street #6C,Highbridge
5368,2.0,2.0,0,0,409000,915,1000 East 35th Street #3,Northeast Flatbush
5369,6.0,8.0,0,0,7750000,8970,5041 Goodridge Avenue ,Fieldston
5370,1.0,1.0,0,0,520000,,25 Parade Place #5A,Prospect Park South
5371,2.5,3.0,0,0,3895000,2044,64 East 1st Street #PH,East Village
5372,4.5,4.0,0,0,49950000,6319,1 Central Park South #2009,Central Park South
5373,5.0,6.0,0,0,1349000,2600,173-21 Booth Memorial Avenue ,Auburndale
5374,3.0,4.0,0,0,6950000,2185,141 Fifth Avenue #PHE,Flatiron
5375,3.0,3.0,0,0,3490000,1756,1280 Fifth Avenue #16B,Upper Carnegie Hill
5376,1.0,1.0,0,0,1250000,800,20 East 68th Street #5G,Lenox Hill
5377,1.0,1.0,0,0,1335000,947,360 East 89 #7A,Yorkville
5378,2.0,2.0,0,0,860000,950,111 Monroe Street #5E,Bedford-Stuyvesant
5379,8.0,8.0,0,0,4500000,4900,113 Congress Street ,Cobble Hill
5380,1.5,1.0,0,0,1395000,890,250 East 53rd Street #406,Turtle Bay
5381,,,0,0,3300000,,7 2nd Street #TWHSE,Carroll Gardens
5382,1.5,3.0,0,0,560000,1040,1092 East 43rd Street ,Northeast Flatbush
5383,1.0,2.0,0,0,839000,,446 15th Street #2R,Park Slope
5384,1.5,1.0,0,0,2150000,938,35 West 15th Street #9B,Flatiron
5385,1.5,1.0,0,0,1100000,998,426 West 23rd Street #1F,West Chelsea
5386,2.0,4.0,0,0,399000,,110-08 164th Street ,South Jamaica
5387,2.0,3.0,0,0,680000,1070,1369 Bay Ridge Avenue #3C,Dyker Heights
5388,3.0,4.0,0,0,2350000,,107 Nelson Street #TWHSE,Carroll Gardens
5389,5.0,4.0,0,0,7995000,,555 Park Avenue MAISONETTE,Lenox Hill
5390,2.0,2.0,0,0,1800000,,520 East 86th Street #6B,Yorkville
5391,3.5,4.0,0,0,5000000,2390,15 East 26th Street #11F,NoMad
5392,2.0,2.0,0,0,2195000,,929 Park Avenue #10C,Upper East Side
5393,2.5,3.0,0,0,4775000,2319,66 Leonard Street #11A,Tribeca
5394,1.0,1.0,0,0,350000,,180 72nd Street #335,Bay Ridge
5395,1.5,1.0,0,0,2350000,1314,21 Astor Place #4F,Noho
5396,1.0,3.0,0,0,325000,680,843 Euclid Avenue ,New Lots
5397,2.5,3.0,0,0,525000,2000,1431 East 99th Street ,Canarsie
5398,1.0,2.0,0,0,325000,,47-37 45th Street #2B,Sunnyside
5399,4.0,5.0,0,0,6500000,4100,1 Centre Market Place ,Little Italy
5400,1.0,,0,0,845000,590,75 Wall Street #27Q,Financial District
5401,3.0,3.0,0,0,8950000,2219,721 Fifth Avenue #39CD,Midtown
5402,1.0,1.0,0,0,850000,672,300 Albany Street #5H,Battery Park City
5403,1.0,1.0,0,0,180000,1500,1415 Crossbay Boulevard #1,Broad Channel
5404,3.5,3.0,0,0,4935000,2748,1 West End Avenue #12A,Lincoln Square
5405,1.0,,0,0,449000,,235 East 87th Street #7A,Yorkville
5406,1.0,1.0,0,0,850000,672,300 Albany Street #5H,Battery Park City
5407,1.0,1.0,0,0,180000,1500,1415 Crossbay Boulevard #1,Broad Channel
5408,2.0,2.0,0,0,1875000,925,155 West 70th Street #9C,Lincoln Square
5409,1.0,2.0,0,0,925000,,325 East 80th Street #2H,Yorkville
5410,4.0,8.0,0,0,2000000,3120,9 Russell Street #3,Greenpoint
5411,1.0,1.0,0,0,1325000,989,170 East 87th Street #E6H,Carnegie Hill
5412,2.0,2.0,0,0,2500000,1106,210 Lafayette Street #2E,Soho
5413,1.0,1.0,0,0,1225000,815,540 West 49th Street #CY1S,Midtown West
5414,2.0,2.0,0,0,2695000,1807,20 Pine Street #2306,Financial District
5415,3.0,5.0,0,0,1550000,,302 18th Street ,Greenwood
5416,3.0,4.0,0,0,539000,3000,427 East 57th Street ,Northeast Flatbush
5417,7.0,11.0,0,0,2299000,3600,195 Winthrop Street ,Prospect Lefferts Gardens
5418,5.0,7.0,0,0,42000000,9050,128 East 73rd Street ,Upper East Side
5419,2.5,3.0,0,0,4249990,1934,55 West 17th Street #704,Flatiron
5420,1.0,1.0,0,0,645000,600,301 East 45th Street #4A,Turtle Bay
5421,2.0,2.0,0,0,1975000,1070,350 West 42nd Street #25G,Midtown West
5422,1.0,1.0,0,0,339000,900,112-15 72nd Rd #1,Forest Hills
5423,3.0,7.0,0,0,999900,2544,2751 Bedford Avenue ,Flatbush
5424,1.5,1.0,0,0,725000,902,112-01 Queens Boulevard #8E,Forest Hills
5425,1.0,1.0,0,0,585000,,340 East 93rd Street #30K,Yorkville
5426,1.5,1.0,0,0,963600,803,250 South End Avenue #14E,Battery Park City
5427,3.5,4.0,0,0,3258600,2227,250 South End Avenue #14AEF,Battery Park City
5428,1.0,1.0,0,0,1700000,773,18 West 48th Street #28C,Midtown
5429,3.5,2.0,0,0,3125000,,870 United Nations Plaza #27A,Beekman
5430,2.0,3.0,0,0,1675000,1317,42-60 Crescent Street #8A,Hunters Point
5431,3.0,4.0,0,0,3400000,2200,305 West 86th Street #12A,Upper West Side
5432,1.0,1.0,0,0,685000,620,220 Manhattan Avenue #2J,Manhattan Valley
5433,1.0,1.0,0,0,1265000,,41 Fifth Avenue #4F,Greenwich Village
5434,1.0,1.0,0,0,898000,880,2-17 51st Avenue #719,Hunters Point
5435,1.0,1.0,0,0,274900,,3935 Blackstone Avenue #9A,Riverdale
5436,2.5,2.0,0,0,5429990,1715,400 Park Avenue South #34C,NoMad
5437,1.0,1.0,0,0,849000,,100 Central Park South #9E,Central Park South
5438,1.0,1.0,0,0,549000,750,210 W 103rd Street #5F,Manhattan Valley
5439,1.0,1.0,0,0,379000,1000,1170 Ocean Parkway #6J,Ocean Parkway
5440,1.0,1.0,0,0,1295000,750,45 East 25th Street #8B,NoMad
5441,3.5,4.0,0,0,4250000,,240 West 121st Street ,Central Harlem
5442,4.0,4.0,0,0,4995000,2619,344 West 72nd Street #1007,Upper West Side
5443,3.0,6.0,0,0,1200000,,96 Eldert Street ,Bushwick
5444,1.0,1.0,0,0,479000,650,70 La Salle Street #MA,Morningside Heights
5445,1.0,2.0,0,0,249000,,220-17 73rd Avenue #2F,Oakland Gardens
5446,8.5,8.0,0,0,11995000,6469,23 West 69th Street ,Lincoln Square
5447,4.5,4.0,0,0,6995000,3100,2211 Broadway #7C,Upper West Side
5448,1.0,1.0,0,0,479000,650,70 La Salle Street #MA,Morningside Heights
5449,1.0,2.0,0,0,249000,,220-17 73rd Avenue #2F,Oakland Gardens
5450,1.0,2.0,0,0,875000,1050,75 East End Avenue #9C,Yorkville
5451,2.0,2.0,0,0,2450000,1400,447 W 18th Street #3C,West Chelsea
5452,3.5,5.0,0,0,1390000,2400,701 Madison Street ,Stuyvesant Heights
5453,3.0,2.0,0,0,789000,,12-26 Diane Place #0,Bay Terrace (Queens)
5454,1.0,1.0,0,0,899000,,420 East 72nd Street #18C,Lenox Hill
5455,1.0,1.0,0,0,299999,,66-36 Yellowstone Boulevard #1B,Forest Hills
5456,4.0,5.0,0,0,980000,,19-05 Clintonville #A,Whitestone
5457,1.0,2.0,0,0,199000,,74-56 220th Street #2,Oakland Gardens
5458,2.5,2.0,0,0,1999000,1375,21 South End Avenue #PH1Y,Battery Park City
5459,6.0,12.0,0,0,2200000,4914,17 Granite Street ,Bushwick
5460,2.5,2.0,0,0,4399990,1717,400 Park Avenue South #29D,NoMad
5461,2.0,2.0,0,0,3000000,1055,111 West 67th Street #29F,Lincoln Square
5462,1.0,2.0,0,0,289000,,745 East 31st Street #2D,Flatbush
5463,1.0,,0,0,349000,,203 E. 89th Street #3C,Yorkville
5464,1.0,1.0,0,0,145000,,87-46 Chelsea Street #5E,Jamaica Estates
5465,8.0,6.0,0,0,16850000,8643,73 Washington Place ,Greenwich Village
5466,4.0,6.0,0,0,799000,2050,348 E 28th Street ,Flatbush
5467,3.0,4.0,0,0,1449000,,2815 Bedford Avenue ,Flatbush
5468,1.0,1.0,0,0,130000,980,1031 East 108th Street #3A,Canarsie
5469,3.0,3.0,0,0,4050000,1833,220 Riverside Boulevard #23D,Lincoln Square
5470,1.0,1.0,0,0,699000,,575 Park Avenue #1405,Lenox Hill
5471,1.0,1.0,0,0,185000,,163-55 17th Avenue #4-51,Clearview
5472,2.0,7.0,0,0,1250000,2690,615 Rutland Road ,Wingate
5473,1.0,1.0,0,0,149500,,6200 Riverdale Avenue #2E,Riverdale
5474,3.0,3.0,0,0,3250000,,45 Sutton Place South #17FS,Sutton Place
5475,,5.0,0,0,1299999,2430,751 Macon Street ,Stuyvesant Heights
5476,2.0,2.0,0,0,899000,,Two Bay Club Dr #18A,Bay Terrace (Queens)
5477,1.0,1.0,0,0,1095000,1050,529 W 42nd Street #6F,Midtown West
5478,2.0,2.0,0,0,638000,,208-08 Estates Drive #2NDFL,Bay Terrace (Queens)
5479,2.0,3.0,0,0,385000,,211-35 23rd Avenue #L1,Bay Terrace (Queens)
5480,3.5,9.0,0,0,1399900,3500,97-14 67th Avenue #1,Forest Hills
5481,4.5,3.0,0,0,29995000,4483,157 West 57th Street #62A,Midtown
5482,2.5,5.0,0,0,1400000,2340,740 Desmond Court ,Sheepshead Bay
5483,1.0,1.0,0,0,725000,689,142 West End Avenue #15T,Lincoln Square
5484,1.0,1.0,0,0,449000,,195 Prospect Park West #4D,Park Slope
5485,1.0,3.0,0,0,620000,2240,2823 Batchelder Street ,Sheepshead Bay
5486,4.5,5.0,0,0,888000,2910,45 Case Avenue ,Princes Bay
5487,3.0,6.0,0,0,1900000,2400,94 Degraw Street ,Columbia St Waterfront District
5488,6.5,5.0,0,0,2700000,3136,130 West 127th Street #1-3,Central Harlem
5489,1.0,1.0,0,0,860000,850,351 South 3rd Street #3A,Williamsburg
5490,3.0,6.0,0,0,1900000,2400,94 Degraw Street ,Columbia St Waterfront District
5491,,,0,0,800000,4172,118 Lott Street ,Flatbush
5492,3.0,3.0,0,0,1650000,1653,40-28 College Point Boulevard #1501,Flushing
5493,5.5,5.0,0,0,8500000,4700,226 West 52nd Street #PH,Midtown
5494,4.5,4.0,0,0,7150000,2932,275 West 10th Street #4A,West Village
5495,2.5,2.0,0,0,4575000,1745,252 East 57th Street #46B,Midtown East
5496,1.0,,0,0,825000,,350 West 42nd Street #11J,Midtown West
5497,6.0,6.0,0,0,9000000,,500 West 43rd Street 33ABCEF,Midtown West
5498,,2.0,0,0,1100000,,900-16 Greene Avenue #2,Stuyvesant Heights
5499,1.0,,0,0,1295000,744,200 Chambers Street #3E,Tribeca
5500,5.0,6.0,0,0,4495000,4000,2 Sutton Place South #2EFGH,Sutton Place
5501,2.0,1.0,0,0,539000,700,35 McDonald Avenue #2D,Windsor Terrace
5502,1.0,1.0,0,0,860000,850,351 South 3rd Street #3A,Williamsburg
5503,3.5,3.0,0,0,5500000,,700 Park Avenue #16B,Lenox Hill
5504,2.0,3.0,0,0,429000,2300,365 Fanning Street ,Castleton Corners
5505,1.0,1.0,0,0,235000,900,474 West 238th Street #3G,Riverdale
5506,3.0,8.0,0,0,2695000,,23 North Henry MANSION,Williamsburg
